region_id	region_type	published_label	chromosome_label	reference_contig	reference_length_bp	start_raw	end_raw	published_size_bp	coordinate_note	annotated_component	component_percent	source_sheet	source_row	coordinate_cells	component_cell	source_url	source_sha256	warning
Mo17_S8_R17	satellite_region	CentC	chr9	CM039158.1	168156889	60071935	62068273	1996338	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	51.81	8	17	C17:E17	F17	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S8_R18	satellite_region	CentC	chr10	CM039159.1	149826620	48707563	48729438	21875	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	90.79	8	18	C18:E18	F18	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S8_R19	satellite_region	CentC	chr10	CM039159.1	149826620	49020944	49133909	112965	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	59.77	8	19	C19:E19	F19	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S8_R20	satellite_region	CentC	chr10	CM039159.1	149826620	51574308	52203916	629608	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	53.65	8	20	C20:E20	F20	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S9_R3	satellite_region	Cent4	chr4	CM039153.1	251128394	108711553	108971840	260287	end_minus_start_consistent_origin_inferred_0_based_not_explicit	Cent4	79.2	9	3	C3:E3	I3	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S9_R4	satellite_region	tRNAsat	chr4	CM039153.1	251128394	236385879	236477826	91947	end_minus_start_consistent_origin_inferred_0_based_not_explicit	tRNAsat	37.82	9	4	C4:E4	J4	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S9_R5	satellite_region	sat112	chr6	CM039155.1	201729004	17857087	17934944	77857	end_minus_start_consistent_origin_inferred_0_based_not_explicit	sat112	100.0	9	5	C5:E5	F5	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S9_R6	satellite_region	sat261	chr5	CM039154.1	220303002	12857626	13009504	151878	end_minus_start_consistent_origin_inferred_0_based_not_explicit	sat261	32.5	9	6	C6:E6	G6	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S9_R7	satellite_region	sat268	chr2	CM039151.1	247431027	176151425	176249369	97944	end_minus_start_consistent_origin_inferred_0_based_not_explicit	sat268	99.93	9	7	C7:E7	H7	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S10_R4	rDNA_region	5S rDNA	chr2	CM039151.1	247431027	230623355	231179712	556357	end_minus_start_consistent_origin_inferred_0_based_not_explicit	5S rDNA	78.86	10	4	C4:E4	F4	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S10_R5	rDNA_region	45S rDNA	chr6	CM039155.1	201729004	17934955	44747260	26812305	end_minus_start_consistent_origin_inferred_0_based_not_explicit	45S rDNA	98.51	10	5	C5:E5	G5	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S11_R4	ChIP_defined_centromere	CENH3_centromere	chr1	CM039150.1	307335809	137230000	138850000	1620000	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	52.34	11	4	B4:D4	E4	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S11_R5	ChIP_defined_centromere	CENH3_centromere	chr2	CM039151.1	247431027	95730000	98660000	2930000	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	5.19	11	5	B5:D5	E5	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S11_R6	ChIP_defined_centromere	CENH3_centromere	chr3	CM039152.1	242843974	87930000	89870000	1940000	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	13.84	11	6	B6:D6	E6	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S11_R7	ChIP_defined_centromere	CENH3_centromere	chr4	CM039153.1	251128394	110310000	112800000	2490000	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	5.71	11	7	B7:D7	E7	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S11_R8	ChIP_defined_centromere	CENH3_centromere	chr5	CM039154.1	220303002	102910000	105670000	2760000	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	0.0	11	8	B8:D8	E8	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S11_R9	ChIP_defined_centromere	CENH3_centromere	chr6	CM039155.1	201729004	78590000	80440000	1850000	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	7.93	11	9	B9:D9	E9	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S11_R10	ChIP_defined_centromere	CENH3_centromere	chr7	CM039156.1	181266306	54930000	57020000	2090000	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	58.3	11	10	B10:D10	E10	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S11_R11	ChIP_defined_centromere	CENH3_centromere	chr8	CM039157.1	208583295	49960000	52215000	2255000	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	0.0	11	11	B11:D11	E11	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S11_R12	ChIP_defined_centromere	CENH3_centromere	chr9	CM039158.1	168156889	59700000	61890000	2190000	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	48.8	11	12	B12:D12	E12	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S11_R13	ChIP_defined_centromere	CENH3_centromere	chr10	CM039159.1	149826620	50280000	52320000	2040000	end_minus_start_consistent_origin_inferred_0_based_not_explicit	CentC	16.56	11	13	B13:D13	E13	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R3	telomere_region	telomeric_repeat	chr1S	CM039150.1	307335809	0	24473	24473	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.55	12	3	B3:D3	E3	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R4	telomere_region	telomeric_repeat	chr2S	CM039151.1	247431027	0	20611	20611	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.98	12	4	B4:D4	E4	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R5	telomere_region	telomeric_repeat	chr3S	CM039152.1	242843974	0	21866	21866	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	100.0	12	5	B5:D5	E5	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R6	telomere_region	telomeric_repeat	chr4S	CM039153.1	251128394	0	19850	19850	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.92	12	6	B6:D6	E6	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R7	telomere_region	telomeric_repeat	chr5S	CM039154.1	220303002	0	31326	31326	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	100.0	12	7	B7:D7	E7	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R8	telomere_region	telomeric_repeat	chr6S	CM039155.1	201729004	0	23278	23278	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.93	12	8	B8:D8	E8	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R9	telomere_region	telomeric_repeat	chr7S	CM039156.1	181266306	0	20287	20287	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.93	12	9	B9:D9	E9	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R10	telomere_region	telomeric_repeat	chr8S	CM039157.1	208583295	0	37028	37028	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.92	12	10	B10:D10	E10	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R11	telomere_region	telomeric_repeat	chr9S	CM039158.1	168156889	0	26816	26816	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.95	12	11	B11:D11	E11	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R12	telomere_region	telomeric_repeat	chr10S	CM039159.1	149826620	0	22381	22381	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.94	12	12	B12:D12	E12	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R13	telomere_region	telomeric_repeat	chr1L	CM039150.1	307335809	307286841	307335809	48968	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	100.0	12	13	B13:D13	E13	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R14	telomere_region	telomeric_repeat	chr2L	CM039151.1	247431027	247404492	247431027	26535	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.95	12	14	B14:D14	E14	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R15	telomere_region	telomeric_repeat	chr3L	CM039152.1	242843974	242810979	242843974	32995	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.94	12	15	B15:D15	E15	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R16	telomere_region	telomeric_repeat	chr4L	CM039153.1	251128394	251104548	251128394	23846	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.92	12	16	B16:D16	E16	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R17	telomere_region	telomeric_repeat	chr5L	CM039154.1	220303002	220282251	220303002	20751	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.91	12	17	B17:D17	E17	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R18	telomere_region	telomeric_repeat	chr6L	CM039155.1	201729004	201698705	201729004	30299	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.95	12	18	B18:D18	E18	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R19	telomere_region	telomeric_repeat	chr7L	CM039156.1	181266306	181236426	181266306	29880	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.94	12	19	B19:D19	E19	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R20	telomere_region	telomeric_repeat	chr8L	CM039157.1	208583295	208565888	208583295	17407	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.91	12	20	B20:D20	E20	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R21	telomere_region	telomeric_repeat	chr9L	CM039158.1	168156889	168135386	168156889	21503	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.92	12	21	B21:D21	E21	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
Mo17_S12_R22	telomere_region	telomeric_repeat	chr10L	CM039159.1	149826620	149804417	149826620	22203	end_minus_start_consistent_origin_inferred_0_based_not_explicit	telomeric_repeat	99.94	12	22	B22:D22	E22	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01419-6/MediaObjects/41588_2023_1419_MOESM4_ESM.xlsx	863da22bbc8fa3170035f966f6ced723e418e81541fda96de0e5cc9355569e1d	published_region_not_base_level_repeat_truth;not_independent_of_assembly;component_percent_rounded
