read_id	length_bp	gc_bin_5pct	max_purine_pyrimidine_bin_5pct	any_alignment_span_bp	primary_span_bp	primary_mapq20_span_bp	primary_organelle_span_bp	primary_other_reference_span_bp	primary_rows	secondary_rows	organelle_primary_rows	primary_compartment_overlap_bp
SRR25241090.285961	10350	8	10	10350	10350	10350	0	10350	1	1	0	0
SRR25241090.286514	15928	8	10	15928	15928	15928	0	15928	1	0	0	0
SRR25241090.288414	16340	8	10	16340	16340	16340	0	16340	1	0	0	0
SRR25241090.294244	19313	9	10	19312	19312	19312	0	19312	1	0	0	0
SRR25241090.296351	12901	7	10	12901	12901	12901	0	12901	1	0	0	0
SRR25241090.297493	12428	9	10	12428	12428	12428	0	12428	1	0	0	0
SRR25241090.298633	16070	8	10	16070	16070	16070	0	16070	1	0	0	0
SRR25241090.29865	16022	8	10	16022	16022	16022	0	16022	1	0	0	0
SRR25241090.301396	16387	9	10	16387	16387	16387	0	16387	1	0	0	0
SRR25241090.309860	2449	7	10	2449	2449	2449	0	2449	1	0	0	0
SRR25241090.311678	21123	9	10	21123	21123	21123	0	21123	1	0	0	0
SRR25241090.312065	14365	8	10	14365	14365	14365	0	14365	1	0	0	0
SRR25241090.314520	31271	8	10	31271	31271	31271	0	31271	1	0	0	0
SRR25241090.321933	10951	7	10	10951	10951	0	0	10951	1	1	0	0
SRR25241090.324360	15231	8	10	15231	15231	15231	0	15231	1	0	0	0
SRR25241090.326241	20517	9	10	20517	20517	20517	0	20517	1	0	0	0
SRR25241090.326385	23203	9	10	23203	23203	23203	0	23203	1	0	0	0
SRR25241090.328580	15224	8	10	15218	15218	15218	0	15218	1	0	0	0
SRR25241090.329406	17881	8	10	17881	17881	17881	0	17881	1	0	0	0
SRR25241090.332604	25715	7	10	25715	25715	25715	0	25715	1	0	0	0
SRR25241090.33847	14586	8	10	14584	14584	14584	0	14584	1	0	0	0
SRR25241090.339528	24851	7	10	24851	24851	24851	0	24851	1	0	0	0
SRR25241090.340699	7549	7	10	7549	7549	7549	0	7549	1	0	0	0
SRR25241090.341806	23804	8	10	23804	23804	23804	0	23804	1	0	0	0
SRR25241090.345140	15122	7	10	15121	15121	15121	0	15121	1	0	0	0
SRR25241090.345661	26181	9	10	26181	26181	26181	0	26181	1	0	0	0
SRR25241090.345745	18918	8	10	18918	18918	18918	0	18918	1	0	0	0
SRR25241090.349766	11564	8	10	11564	11564	11564	0	11564	1	0	0	0
SRR25241090.351128	27946	8	10	27946	27946	27946	0	27946	1	0	0	0
SRR25241090.356435	19060	8	10	19060	19060	19060	0	19060	1	0	0	0
SRR25241090.357328	12030	7	10	12030	12030	12030	0	12030	1	0	0	0
SRR25241090.359556	25657	8	10	25657	25657	25657	0	25657	1	0	0	0
SRR25241090.360634	16121	7	10	16121	16121	16121	0	16121	1	0	0	0
SRR25241090.36068	14673	9	10	14673	14673	14673	0	14673	1	0	0	0
SRR25241090.363093	11173	8	10	11173	11173	11173	0	11173	1	0	0	0
SRR25241090.366809	17455	8	10	17455	17455	17455	0	17455	1	0	0	0
SRR25241090.370017	12621	8	10	12621	12621	12621	0	12621	1	0	0	0
SRR25241090.370337	16296	8	10	16296	16296	16296	0	16296	1	0	0	0
SRR25241090.370859	36608	9	10	36608	36608	36608	0	36608	1	0	0	0
SRR25241090.373362	35357	8	10	35357	35357	35357	0	35357	1	0	0	0
SRR25241090.37363	24573	8	10	24573	24573	24573	0	24573	1	0	0	0
SRR25241090.379151	23184	9	10	23184	23184	23184	0	23184	1	0	0	0
SRR25241090.379611	16499	10	10	16499	16499	0	0	16499	1	5	0	0
SRR25241090.379945	13475	10	10	13475	13475	13475	0	13475	1	0	0	0
SRR25241090.37999	16814	8	10	16814	16814	16814	0	16814	1	0	0	0
SRR25241090.381314	15721	7	10	15721	15721	15721	0	15721	1	0	0	0
SRR25241090.385121	22294	8	10	22294	22294	22294	0	22294	1	0	0	0
SRR25241090.387943	15477	9	10	15477	15477	15477	0	15477	1	0	0	0
SRR25241090.390046	17556	8	10	17556	17556	17556	0	17556	1	0	0	0
SRR25241090.393124	18490	8	10	18490	18490	18490	0	18490	1	0	0	0
SRR25241090.394944	12963	8	10	12963	12963	12963	0	12963	1	0	0	0
SRR25241090.395224	13779	9	10	13779	13779	13779	0	13779	1	0	0	0
SRR25241090.40015	39133	9	10	39133	39133	39133	0	39133	1	0	0	0
SRR25241090.402090	13612	7	10	13612	13612	13612	0	13612	1	0	0	0
SRR25241090.403064	14444	7	10	14444	14444	14444	0	14444	1	0	0	0
SRR25241090.403152	17255	8	10	17255	17255	17255	0	17255	1	0	0	0
SRR25241090.404231	14241	8	10	14232	14232	14232	0	14232	1	0	0	0
SRR25241090.432476	19280	8	10	19280	19280	19280	0	19280	1	0	0	0
SRR25241090.433857	21419	8	10	21419	21419	21419	0	21419	1	0	0	0
SRR25241090.438240	18847	9	10	18847	18847	18847	0	18847	1	0	0	0
SRR25241090.43854	20772	8	10	20760	20760	20760	0	20760	1	0	0	0
SRR25241090.44296	17443	8	10	17443	17443	17443	0	17443	1	0	0	0
SRR25241090.45166	16631	8	10	16631	16631	16631	0	16631	1	0	0	0
SRR25241090.452214	15914	7	10	15914	15914	0	0	15914	1	1	0	0
SRR25241090.452560	28173	8	10	28173	28173	28173	0	28173	1	0	0	0
SRR25241090.453973	31875	8	10	31870	31870	31870	0	31870	2	1	0	0
SRR25241090.454179	15171	8	10	15171	15171	15171	0	15171	1	0	0	0
SRR25241090.455084	17698	8	10	17698	17698	17698	0	17698	1	0	0	0
SRR25241090.455536	13008	8	10	13008	13008	13008	0	13008	1	0	0	0
SRR25241090.455942	12043	9	10	12043	12043	12043	0	12043	1	0	0	0
SRR25241090.457057	11924	7	10	11924	11924	11924	0	11924	1	0	0	0
SRR25241090.461099	12529	8	10	12529	12529	12529	0	12529	1	0	0	0
SRR25241090.473010	21763	9	10	21762	21762	21762	0	21762	1	0	0	0
SRR25241090.473614	19971	7	10	19968	19968	19968	0	19968	1	0	0	0
SRR25241090.479532	32080	8	10	32080	32080	32080	0	32080	2	0	0	0
SRR25241090.48298	29176	9	10	29176	29176	29176	0	29176	1	0	0	0
SRR25241090.484111	30388	8	10	30388	30388	30388	0	30388	1	0	0	0
SRR25241090.484414	33337	7	10	33337	33337	33337	0	33337	1	0	0	0
SRR25241090.486201	12631	7	10	12631	12631	12631	0	12631	1	0	0	0
SRR25241090.493130	17638	8	10	17638	17638	17638	0	17638	1	0	0	0
SRR25241090.493609	16590	8	10	16590	16590	16590	0	16590	1	0	0	0
SRR25241090.500662	17125	8	10	17125	17125	17125	0	17125	1	0	0	0
SRR25241090.502050	13063	8	10	13063	13063	13063	0	13063	1	0	0	0
SRR25241090.502985	11293	8	10	11293	11293	11293	0	11293	1	0	0	0
SRR25241090.506466	29748	8	10	29748	29748	29748	0	29748	1	0	0	0
SRR25241090.508545	24817	8	10	24817	24817	24817	0	24817	1	0	0	0
SRR25241090.508678	13244	9	10	13244	13244	13244	0	13244	1	0	0	0
SRR25241090.511623	20182	8	10	20182	20182	20182	0	20182	1	0	0	0
SRR25241090.512211	10395	9	10	10394	10394	10394	0	10394	1	0	0	0
SRR25241090.514531	17806	8	10	17806	17806	17806	0	17806	1	0	0	0
SRR25241090.515027	21858	9	10	21858	21858	21858	0	21858	1	0	0	0
SRR25241090.515984	18764	9	10	18764	18764	18764	0	18764	1	0	0	0
SRR25241090.521678	16432	8	10	16432	16432	16432	0	16432	1	0	0	0
SRR25241090.52517	14695	8	10	14695	14695	14695	0	14695	1	0	0	0
SRR25241090.525756	11633	9	10	11633	11633	11633	0	11633	1	0	0	0
SRR25241090.526426	17564	7	10	17564	17564	17564	0	17564	1	0	0	0
SRR25241090.534463	19070	7	10	19070	19070	19070	0	19070	1	0	0	0
SRR25241090.541179	15610	8	10	15610	15610	0	0	15610	1	4	0	0
SRR25241090.54603	17879	8	10	17879	17879	17879	0	17879	1	0	0	0
SRR25241090.548637	26855	12	10	26855	26855	0	0	26855	1	5	0	0
SRR25241090.548812	16963	8	10	16963	16963	16963	0	16963	1	0	0	0
SRR25241090.551269	18931	9	10	18931	18931	18931	0	18931	1	0	0	0
SRR25241090.554095	20063	8	10	20063	20063	20063	0	20063	1	0	0	0
SRR25241090.554195	3493	6	11	3493	3493	0	0	3493	1	5	0	0
SRR25241090.555230	17648	9	10	17648	17648	17648	0	17648	1	0	0	0
SRR25241090.557315	15920	8	10	14882	14882	14882	0	14882	3	0	0	0
SRR25241090.558229	20320	8	10	20320	20320	20320	0	20320	1	0	0	0
SRR25241090.55856	34511	8	10	34511	34511	34511	0	34511	1	0	0	0
SRR25241090.562209	16421	8	10	16421	16421	16421	0	16421	1	0	0	0
SRR25241090.563344	15268	8	10	15264	15264	15264	0	15264	1	0	0	0
SRR25241090.567996	13608	9	10	13608	13608	13608	0	13608	1	0	0	0
SRR25241090.572341	22274	7	10	22274	22274	22274	0	22274	1	0	0	0
SRR25241090.573843	18603	9	10	18603	18603	18603	0	18603	1	0	0	0
SRR25241090.574745	22199	8	10	22199	22199	22199	0	22199	1	0	0	0
SRR25241090.574753	16724	11	10	16721	16721	16721	0	16721	1	0	0	0
SRR25241090.575439	24267	8	10	24263	24263	24263	0	24263	1	0	0	0
SRR25241090.576990	12379	9	10	12379	12379	12379	0	12379	1	0	0	0
SRR25241090.579977	17217	11	10	17217	17217	17217	0	17217	1	0	0	0
SRR25241090.580159	12605	8	10	12605	12605	12605	0	12605	1	0	0	0
SRR25241090.582656	17492	8	10	17492	17492	17492	0	17492	1	0	0	0
SRR25241090.585991	17547	9	10	17547	17547	17547	0	17547	1	0	0	0
SRR25241090.586809	7673	7	10	7673	7673	0	0	7673	1	3	0	0
SRR25241090.587868	13546	8	10	13546	13546	13546	0	13546	1	0	0	0
SRR25241090.589324	14578	8	10	14571	14571	14571	0	14571	1	0	0	0
SRR25241090.594547	15019	9	10	15019	15019	15019	0	15019	1	0	0	0
SRR25241090.597366	18647	8	10	18647	18647	18647	0	18647	1	0	0	0
SRR25241090.597368	18416	8	10	18416	18416	18416	0	18416	1	0	0	0
SRR25241090.598280	15426	7	10	15426	15426	15426	0	15426	1	0	0	0
SRR25241090.602544	12779	7	11	12779	12779	12779	0	12779	1	0	0	0
SRR25241090.608468	25215	7	10	25215	25215	25215	0	25215	1	0	0	0
SRR25241090.609205	19853	9	10	19853	19853	19853	0	19853	1	0	0	0
SRR25241090.610680	15393	7	10	15393	15393	15393	0	15393	1	0	0	0
SRR25241090.610831	28124	9	10	28124	28124	28124	0	28124	1	0	0	0
SRR25241090.611962	18125	8	10	18125	18125	18125	0	18125	1	0	0	0
SRR25241090.612889	16984	7	10	16984	16984	16984	0	16984	1	0	0	0
SRR25241090.612912	12339	7	10	12339	12339	12339	0	12339	1	0	0	0
SRR25241090.612968	13627	8	10	13627	13627	13627	0	13627	1	0	0	0
SRR25241090.614131	20693	8	10	20693	20693	20693	0	20693	1	0	0	0
SRR25241090.617596	14710	8	10	14702	14702	14702	0	14702	1	0	0	0
SRR25241090.622174	5834	9	10	5834	5834	5834	0	5834	1	0	0	0
SRR25241090.623202	19020	9	10	19020	19020	19020	0	19020	1	0	0	0
SRR25241090.626545	24582	9	10	24582	24582	24582	0	24582	1	0	0	0
SRR25241090.627560	10313	8	10	10313	10313	10313	0	10313	1	0	0	0
SRR25241090.628362	21229	12	10	21229	21229	0	0	21229	1	5	0	0
SRR25241090.628882	12605	8	10	12605	12605	12605	0	12605	1	0	0	0
SRR25241090.629336	20974	8	10	20974	20974	20974	0	20974	1	0	0	0
SRR25241090.633002	15519	8	10	15519	15519	15519	0	15519	1	0	0	0
SRR25241090.633407	13769	8	10	13769	13769	13769	0	13769	1	0	0	0
SRR25241090.636091	21515	10	10	21515	21515	21515	0	21515	1	0	0	0
SRR25241090.640094	19583	7	10	19583	19583	19583	0	19583	1	0	0	0
SRR25241090.644146	11356	8	10	11356	11356	11356	0	11356	1	0	0	0
SRR25241090.644992	12640	9	10	12640	12640	12640	0	12640	1	0	0	0
SRR25241090.650170	19110	10	10	19110	19110	19110	0	19110	1	0	0	0
SRR25241090.650732	15733	8	10	15733	15733	15733	0	15733	1	0	0	0
SRR25241090.659300	25509	8	10	25509	25509	25509	0	25509	1	0	0	0
SRR25241090.659699	25817	9	10	25817	25817	25817	0	25817	1	0	0	0
SRR25241090.66226	24670	8	10	24670	24670	24670	0	24670	1	0	0	0
SRR25241090.662414	17983	8	10	17983	17983	17983	0	17983	1	0	0	0
SRR25241090.662897	16952	6	10	16952	16952	16952	0	16952	1	0	0	0
SRR25241090.667840	21356	8	10	21356	21356	21356	0	21356	1	0	0	0
SRR25241090.669448	30676	8	10	30676	30676	30676	0	30676	1	0	0	0
SRR25241090.67295	19921	8	10	19921	19921	19921	0	19921	1	0	0	0
SRR25241090.67378	11608	8	10	11608	11608	11608	0	11608	1	0	0	0
SRR25241090.675568	12055	7	11	12055	12055	12055	0	12055	1	0	0	0
SRR25241090.686423	28685	8	10	28685	28685	28685	0	28685	1	0	0	0
SRR25241090.689370	21289	8	10	21288	21288	21288	0	21288	1	0	0	0
SRR25241090.692702	18985	9	10	18985	18985	18985	0	18985	1	0	0	0
SRR25241090.693870	19182	8	10	19182	19182	19182	0	19182	1	0	0	0
SRR25241090.696803	24760	9	10	24759	24759	24759	0	24759	1	0	0	0
SRR25241090.699598	17033	7	10	17033	17033	17033	0	17033	1	0	0	0
SRR25241090.701600	19856	9	10	19856	19856	19856	0	19856	1	0	0	0
SRR25241090.70553	16151	8	10	16151	16151	16151	0	16151	1	0	0	0
SRR25241090.707411	18060	9	10	18060	18060	18060	0	18060	1	0	0	0
SRR25241090.714775	13286	8	10	13286	13286	13286	0	13286	1	0	0	0
SRR25241090.715644	15479	8	10	15479	15479	15479	0	15479	1	0	0	0
SRR25241090.716333	24533	8	10	24533	24533	24533	0	24533	1	0	0	0
SRR25241090.722083	15822	8	10	15822	15822	15822	0	15822	1	0	0	0
SRR25241090.72391	20712	9	10	20712	20712	20712	0	20712	1	0	0	0
SRR25241090.729842	20275	8	10	20275	20275	20275	0	20275	1	0	0	0
SRR25241090.731123	22964	8	10	22964	22964	22964	0	22964	1	0	0	0
SRR25241090.731773	12777	9	10	12777	12777	12777	0	12777	1	0	0	0
SRR25241090.732809	14336	9	10	14330	14330	14330	0	14330	1	0	0	0
SRR25241090.737116	16093	7	10	16093	16093	16093	0	16093	1	0	0	0
SRR25241090.737270	10491	8	10	10491	10491	10491	0	10491	1	0	0	0
SRR25241090.737474	12928	9	10	12928	12928	12928	0	12928	1	0	0	0
SRR25241090.737780	11698	10	10	11698	11698	11698	0	11698	1	0	0	0
SRR25241090.740849	18735	8	10	18735	18735	18735	0	18735	1	0	0	0
SRR25241090.743604	13527	8	10	13527	13527	13527	0	13527	1	0	0	0
SRR25241090.744709	29290	8	10	29290	29290	29290	0	29290	1	0	0	0
SRR25241090.745602	17137	8	10	17137	17137	17137	0	17137	1	0	0	0
SRR25241090.748126	12652	7	10	12652	12652	12652	0	12652	1	0	0	0
SRR25241090.752052	14246	8	10	14246	14246	14246	0	14246	1	0	0	0
SRR25241090.757727	12630	9	10	12630	12630	12630	0	12630	1	0	0	0
SRR25241090.762647	16685	8	10	16685	16685	16685	0	16685	1	0	0	0
SRR25241090.765707	17032	8	10	17032	17032	17032	0	17032	1	0	0	0
SRR25241090.766322	11303	7	10	11294	11294	11294	0	11294	1	0	0	0
SRR25241090.767988	31212	8	10	31212	31212	31212	0	31212	1	0	0	0
SRR25241090.768433	20680	11	10	20680	20680	20680	0	20680	1	0	0	0
SRR25241090.773290	12394	12	10	12394	12394	0	0	12394	1	5	0	0
SRR25241090.775709	30502	8	10	30502	30502	30502	0	30502	1	0	0	0
SRR25241090.78238	16966	9	10	16966	16966	16966	0	16966	1	0	0	0
SRR25241090.782817	25643	8	10	25643	25643	25643	0	25643	1	0	0	0
SRR25241090.787016	22552	8	10	22551	22551	22551	0	22551	1	0	0	0
SRR25241090.787798	34970	8	10	34970	34970	34970	0	34970	1	0	0	0
SRR25241090.787960	24992	9	10	24992	24992	24992	0	24992	1	0	0	0
SRR25241090.788974	29434	8	10	29430	29430	29430	0	29430	1	0	0	0
SRR25241090.792661	12598	9	10	12593	12593	12593	0	12593	1	0	0	0
SRR25241090.793647	34093	8	10	34093	34093	34093	0	34093	1	0	0	0
SRR25241090.7984	19114	11	10	19114	19114	19114	0	19114	1	0	0	0
SRR25241090.801286	17915	7	10	17915	17915	17915	0	17915	1	0	0	0
SRR25241090.808088	15666	8	10	15666	15666	15666	0	15666	1	0	0	0
SRR25241090.815531	7763	7	10	7763	7763	7763	0	7763	1	0	0	0
SRR25241090.815895	19983	9	10	19983	19983	19983	0	19983	1	0	0	0
SRR25241090.819867	24651	8	10	24651	24651	24651	0	24651	1	0	0	0
SRR25241090.820244	30936	8	10	30936	30936	30936	0	30936	1	0	0	0
SRR25241090.821153	17644	7	10	17644	17644	17644	0	17644	1	0	0	0
SRR25241090.821448	16739	8	10	16739	16739	16739	0	16739	1	0	0	0
SRR25241090.822641	12633	8	10	12630	12630	12630	0	12630	1	0	0	0
SRR25241090.824604	19092	9	10	19092	19092	19092	0	19092	1	0	0	0
SRR25241090.827102	22807	7	10	22799	22799	22799	0	22799	1	0	0	0
SRR25241090.837646	8722	8	10	8722	8722	8722	0	8722	1	0	0	0
SRR25241090.840039	19685	8	10	19685	19685	19685	0	19685	1	0	0	0
SRR25241090.843295	16377	7	10	16377	16377	16377	0	16377	1	0	0	0
SRR25241090.844202	19783	8	10	19783	19783	19783	0	19783	1	0	0	0
SRR25241090.845907	24376	7	10	24370	24370	24370	0	24370	1	0	0	0
SRR25241090.846289	17695	8	10	17695	17695	17695	0	17695	1	0	0	0
SRR25241090.84820	18870	8	10	18870	18870	18870	0	18870	1	0	0	0
SRR25241090.84838	15819	9	10	15811	15811	15811	0	15811	1	0	0	0
SRR25241090.850892	14654	7	10	14654	14654	14654	0	14654	1	0	0	0
SRR25241090.852378	20854	8	10	20854	20854	20854	0	20854	1	0	0	0
SRR25241090.853170	15872	8	10	15872	15872	15872	0	15872	1	0	0	0
SRR25241090.855489	14486	9	10	14486	14486	14486	0	14486	1	0	0	0
SRR25241090.857924	19575	7	10	19575	19575	19575	0	19575	1	0	0	0
SRR25241090.861039	13175	8	10	13175	13175	13175	0	13175	1	0	0	0
SRR25241090.87081	21480	9	10	21480	21480	21480	0	21480	1	0	0	0
SRR25241090.873657	12013	7	10	12013	12013	12013	0	12013	1	0	0	0
SRR25241090.876859	13456	8	10	13456	13456	13456	0	13456	1	0	0	0
SRR25241090.886724	27544	7	10	27544	27544	27544	0	27544	1	0	0	0
SRR25241090.887973	17203	8	10	17198	17198	17198	0	17198	1	0	0	0
SRR25241090.88811	27007	8	10	27007	27007	27007	0	27007	1	0	0	0
SRR25241090.888496	16485	8	10	16485	16485	16485	0	16485	1	0	0	0
SRR25241090.894745	12697	9	10	12697	12697	12697	0	12697	1	0	0	0
SRR25241090.897400	21163	7	10	21163	21163	21163	0	21163	1	0	0	0
SRR25241090.900918	19565	8	10	19565	19565	19565	0	19565	1	0	0	0
SRR25241090.901947	14441	7	10	14441	14441	14441	0	14441	1	0	0	0
SRR25241090.902168	22018	8	10	22000	22000	22000	0	22000	1	0	0	0
SRR25241090.902898	11643	9	10	11643	11643	11643	0	11643	1	0	0	0
SRR25241090.903033	20122	8	10	20122	20122	20122	0	20122	1	0	0	0
SRR25241090.903335	25744	8	10	25744	25744	25744	0	25744	1	0	0	0
SRR25241090.904535	11660	8	10	11660	11660	11660	0	11660	1	0	0	0
SRR25241090.906830	12756	7	10	12756	12756	12756	0	12756	1	0	0	0
SRR25241090.908626	29789	7	10	29789	29789	29789	0	29789	1	0	0	0
SRR25241090.911513	19345	8	10	19345	19345	19345	0	19345	1	0	0	0
SRR25241090.919754	17444	10	10	17444	17444	17444	0	17444	1	0	0	0
SRR25241090.921861	13978	8	10	13978	13978	13978	0	13978	1	0	0	0
SRR25241090.922990	24100	8	10	24100	24100	24100	0	24100	1	0	0	0
SRR25241090.928662	14036	10	10	14036	14036	14036	0	14036	1	0	0	0
SRR25241090.934044	11377	7	10	11377	11377	11377	0	11377	1	0	0	0
SRR25241090.934880	17494	9	10	17494	17494	17494	0	17494	1	0	0	0
SRR25241090.935337	16157	8	10	16157	16157	16157	0	16157	1	0	0	0
SRR25241090.935956	17276	9	10	17276	17276	17276	0	17276	1	0	0	0
SRR25241090.938074	25841	8	10	25841	25841	25841	0	25841	1	0	0	0
SRR25241090.938944	17963	8	10	17963	17963	17963	0	17963	1	0	0	0
SRR25241090.940799	16295	9	10	16292	16292	0	0	16292	1	3	0	0
SRR25241090.94188	15343	9	10	15339	15339	15339	0	15339	1	0	0	0
SRR25241090.942494	15241	8	10	15221	15221	15221	0	15221	1	0	0	0
SRR25241090.946422	24758	8	10	24758	24758	24758	0	24758	1	0	0	0
SRR25241090.947727	17826	8	10	17826	17826	17826	0	17826	1	0	0	0
SRR25241090.952815	16098	9	10	16098	16098	16098	0	16098	1	0	0	0
SRR25241090.955347	12230	7	10	12230	12230	12230	0	12230	1	0	0	0
SRR25241090.959826	19657	8	10	19657	19657	19657	0	19657	1	0	0	0
SRR25241090.960194	15191	7	10	15191	15191	15191	0	15191	1	0	0	0
SRR25241090.96672	16773	8	10	16772	16772	16772	0	16772	1	0	0	0
SRR25241090.968667	20806	8	10	20806	20806	20806	0	20806	1	0	0	0
SRR25241090.969521	12965	8	10	12965	12965	12965	0	12965	1	0	0	0
SRR25241090.98136	12146	7	10	12146	12146	12146	0	12146	1	0	0	0
SRR25241090.982276	19368	8	10	19368	19368	19368	0	19368	1	0	0	0
SRR25241090.992648	12352	8	10	12352	12352	12352	0	12352	1	0	0	0
SRR25241090.993646	22405	8	10	22405	22405	22405	0	22405	1	0	0	0
SRR25241090.995757	21134	10	10	21134	21134	21134	0	21134	1	0	0	0
SRR25241090.996635	18932	8	10	18932	18932	18932	0	18932	1	0	0	0
