read_id	candidate_id	cluster_id	family_id	representative_sha256	edit_distance_upper_bound	similarity_lower_bound	minimum_cluster_identity	compatible_cluster_count	alternative_cluster_ids	status	warning
ERR8666125.260653	TXC016184	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	0	1.0	0.95	1		assigned	
ERR8666125.260653	TXC016185	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	0	1.0	0.95	1		assigned	
ERR8666125.260653	TXC016186	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	3	0.9903846153846154	0.95	1		assigned	
ERR8666125.260653	TXC016187	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	0	1.0	0.95	1		assigned	
ERR8666125.260653	TXC016188	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	0	1.0	0.95	1		assigned	
ERR8666125.260666	TXC016189	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	9	0.9516129032258065	0.95	1		assigned	
ERR8666125.260666	TXC016190	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	6	0.9807692307692307	0.95	1		assigned	
ERR8666125.260666	TXC016191	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	2	0.9891891891891892	0.95	2	TXG004969	assigned	multiple_compatible_clusters
ERR8666125.260666	TXC016192	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	4	0.9655172413793104	0.95	2	TXG000101	assigned	multiple_compatible_clusters
ERR8666125.260666	TXC016193	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	1	0.9967948717948718	0.95	1		assigned	
ERR8666125.260704	TXC016194	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	14	0.9737827715355806	0.95	2	TXG000027	assigned	multiple_compatible_clusters
ERR8666125.260718	TXC016195	TXG000045	TXF000083	5fb525325fefafd847b8e5482ea8bf6944af1dfef5ba3477042f568582169897	0	1.0	0.95	1		assigned	
ERR8666125.260718	TXC016196	TXG003676	NA	3a1a17546ef99c16891d9486c711455c4b4c688a8cec19c2d7797810a5a34de5	0	1.0	0.95	1		below_minimum_support	
ERR8666125.260718	TXC016197	TXG000835	TXF000089	f186ea81f85a06fc80fa354d03475448354e3cb3ccc4881ba4f12fe020904e2c	4	0.9512195121951219	0.95	1		assigned	
ERR8666125.260736	TXC016198	TXG000011	TXF000004	440c385d92e0d38b6ca4ffb5c7370fe17fda86299a0f9e21457cad332ad45957	12	0.9662921348314607	0.95	3	TXG000013;TXG004271	assigned	multiple_compatible_clusters
ERR8666125.260755	TXC016199	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	6	0.9675675675675676	0.95	1		assigned	
ERR8666125.260755	TXC016200	TXG000017	TXF000028	5378d7e71852ca490b9a7f3dc9bf6415c14fd0cd780d81af60c50c3dbf784253	1	0.991304347826087	0.95	1		assigned	
ERR8666125.260755	TXC016201	TXG000099	TXF000017	0ae91cbf7582ba6226a1e6da70986579a9f9a9e4e54d9ad4f2f157dff12d7ee2	0	1.0	0.95	1		assigned	
ERR8666125.260755	TXC016202	TXG000017	TXF000028	5378d7e71852ca490b9a7f3dc9bf6415c14fd0cd780d81af60c50c3dbf784253	0	1.0	0.95	1		assigned	
ERR8666125.260761	TXC016203	TXG000481	TXF001266	ac8a7c86980c17a6689ba19a4e06cb8e0475a5a4e1f9a3fca44f994a9b53602d	0	1.0	0.95	1		assigned	
ERR8666125.260761	TXC016204	TXG000360	TXF000650	0de0ca173bdb0b7d0f35fad8f508fce8b079ef3ce793472640c1ab79084328d5	1	0.975609756097561	0.95	1		assigned	
ERR8666125.260761	TXC016205	TXG000206	TXF000450	702ef1e7027fe5e0a14340d23e7cc0955a09d92690c213deff23ff1370fbecc0	0	1.0	0.95	1		assigned	
ERR8666125.260761	TXC016206	TXG000968	TXF000488	6542ab37bc1cca3b70397c5c87621a7e3daefc83adf8cb028b7952415e70b30d	2	0.9512195121951219	0.95	1		assigned	
ERR8666125.260761	TXC016207	TXG000264	TXF000286	452f9fd27d5254cf47a725a41623088c3e012adc314fc0dac6e14ef607cd6d6b	0	1.0	0.95	1		assigned	
ERR8666125.260761	TXC016208	TXG000968	TXF000488	6542ab37bc1cca3b70397c5c87621a7e3daefc83adf8cb028b7952415e70b30d	0	1.0	0.95	1		assigned	
ERR8666125.260793	TXC016209	TXG000002	TXF000008	482d01b1c67a3c60f70fe87f8c91f3596e74d830b47ce85820fbf8d4fd0af52e	0	1.0	0.95	1		assigned	
ERR8666125.260815	TXC016210	TXG001023	TXF001049	8c938683c0f620697859d8d958bd45e82c8fdcc630efd7dedc5a6f6238d5a05b	0	1.0	0.95	1		assigned	
ERR8666125.260821	TXC016211	TXG000015	TXF000027	c9157293ed969d3ae343b6c3cc65ca281dc23f645b814704c3c36f3eb8b3427f	0	1.0	0.95	1		assigned	
ERR8666125.260826	TXC016212	TXG005313	NA	5b126a98e42a5a4e2cc2204f8d9e8ec08f3c0a1f8c994062ccf28502a20bdec8	3	0.9797297297297297	0.95	1		below_minimum_support	
ERR8666125.260826	TXC016213	TXG004128	NA	1c4a059f28b1b10e72c58ce08adae27b1958a2d784b692a745d5048d721741a0	0	1.0	0.95	1		below_minimum_support	
ERR8666125.260983	TXC016214	TXG000006	TXF000003	faa289f301901f2485722e3fa59a4dce064ca40d30bd89492fa8a6ad03dce575	2	0.9887640449438202	0.95	1		assigned	
ERR8666125.260990	TXC016215	TXG000006	TXF000003	faa289f301901f2485722e3fa59a4dce064ca40d30bd89492fa8a6ad03dce575	1	0.9943820224719101	0.95	2	TXG000010	assigned	multiple_compatible_clusters
ERR8666125.261041	TXC016216	TXG000003	TXF000009	915d2e4af1713b774bfa4afe2b09818fee53f815980f987a091b1ccdf751ab86	0	1.0	0.95	1		assigned	
ERR8666125.261054	TXC016217	TXG000059	TXF000063	9d40d69d86c6fe81acb8af9f64d8c32337f214a147adda863525746a0c227799	1	0.9761904761904762	0.95	1		assigned	
ERR8666125.261054	TXC016218	TXG000056	TXF000052	5e3dcd250fc478f2465725ec0a74eda3950b19e3a83f8b02129c7fcd07fb83fe	2	0.9622641509433962	0.95	1		assigned	
ERR8666125.261054	TXC016219	TXG000094	TXF000100	fde353b8d45025abd7fcb3a1830d98ae41d658405a58a70ef12afdc3c86a11e5	0	1.0	0.95	1		assigned	
ERR8666125.261054	TXC016220	TXG000077	TXF000165	4eba9d09a0a89199a1b687105f6ea8cb96cf8d89e941561a19a4f970bfeb3d73	0	1.0	0.95	1		assigned	
ERR8666125.261058	TXC016221	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	0	1.0	0.95	1		assigned	
ERR8666125.261058	TXC016222	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	3	0.9741379310344828	0.95	1		assigned	
ERR8666125.261058	TXC016223	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	3	0.9904153354632588	0.95	1		assigned	
ERR8666125.261058	TXC016224	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	0	1.0	0.95	1		assigned	
ERR8666125.261058	TXC016225	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	3	0.9741379310344828	0.95	1		assigned	
ERR8666125.261058	TXC016226	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	0	1.0	0.95	1		assigned	
ERR8666125.261107	TXC016227	TXG000458	TXF001209	dbc6e5fa842d08ec2b215f48687e1fa681b33ffe6d3662f60af60ae67ef284dc	0	1.0	0.95	1		assigned	
ERR8666125.261107	TXC016228	TXG000458	TXF001209	dbc6e5fa842d08ec2b215f48687e1fa681b33ffe6d3662f60af60ae67ef284dc	0	1.0	0.95	1		assigned	
ERR8666125.261189	TXC016229	TXG000194	TXF000322	0839ff56f90ba5728ba729c659180c0a872fc6b1bbee44f37c9a2ffc8816899f	0	1.0	0.95	1		assigned	
ERR8666125.261205	TXC016230	TXG002818	NA	1880b81677cd0d15f7c04a3d1cf30d4ff49392c755b9bb99a0d1f99c36acb25b	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261210	TXC016231	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	4	0.9925093632958801	0.95	1		assigned	
ERR8666125.261213	TXC016232	TXG003566	NA	71d7d171287f48a6c7e40ee8f6e4367982584c94b5bb370c5542096e2e27edcf	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261213	TXC016233	TXG000117	TXF000236	97bea043cadef30ba2c3ddd4695abff4965d11fa447d657ee94a3ec7a659d911	0	1.0	0.95	1		assigned	
ERR8666125.261270	TXC016234	TXG000040	TXF000024	00fc706c32afd64fe6ce29f7fa6bf3a9e5e51f45add7b08d8174f21ab773ffef	1	0.989247311827957	0.95	1		assigned	
ERR8666125.261272	TXC016235	TXG000024	TXF000022	960b0fc1521824726ded1f2903617618cb7fb8a1e70dc5620902427a5d1d1733	3	0.9736842105263158	0.95	1		assigned	
ERR8666125.261272	TXC016236	TXG000008	TXF000014	7207189a3d19308060be7b5ea0e462c3c4e75665de4242ad54422de22b6cd48a	0	1.0	0.95	1		assigned	
ERR8666125.261272	TXC016237	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	6	0.9807692307692307	0.95	1		assigned	
ERR8666125.261272	TXC016238	TXG000016	TXF000026	4bf7a67c9b21eb5f662d4d52cd13b977e23202be11c7b6f9afa4ffb50961be8c	0	1.0	0.95	1		assigned	
ERR8666125.261272	TXC016239	TXG000008	TXF000014	7207189a3d19308060be7b5ea0e462c3c4e75665de4242ad54422de22b6cd48a	5	0.9715909090909091	0.95	1		assigned	
ERR8666125.261272	TXC016240	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	3	0.9741379310344828	0.95	1		assigned	
ERR8666125.261272	TXC016241	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	9	0.9711538461538461	0.95	1		assigned	
ERR8666125.261288	TXC016242	TXG000011	TXF000004	440c385d92e0d38b6ca4ffb5c7370fe17fda86299a0f9e21457cad332ad45957	8	0.9775280898876404	0.95	1		assigned	
ERR8666125.261348	TXC016243	TXG000002	TXF000008	482d01b1c67a3c60f70fe87f8c91f3596e74d830b47ce85820fbf8d4fd0af52e	1	0.9767441860465116	0.95	1		assigned	
ERR8666125.261418	TXC016244	TXG000471	TXF001254	197e04e94118c2e45cd033575c0721086ab51aefef700c902fdfa3c3c9a62399	0	1.0	0.95	1		assigned	
ERR8666125.261429	TXC016245	TXG001928	TXF001682	6d84af44c9b30382d58568f7a8d85b13ec6751741fdb7a425ff76414bbdea265	0	1.0	0.95	1		assigned	
ERR8666125.261453	TXC016246	TXG005039	NA	502fb7594db4fa579877bb10412b68e0069ba5c25965472ec394d90762812579	5	0.9848484848484849	0.95	1		below_minimum_support	
ERR8666125.261477	TXC016247	TXG003687	NA	b1b9682db190e8f6c83170e61921440079d82bcf7c9b428aa88245722cd3917d	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261515	TXC016248	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	19	0.9644194756554307	0.95	2	TXG000027	assigned	multiple_compatible_clusters
ERR8666125.261517	TXC016249	TXG007178	NA	de2fb973e5e94dc2b1f3598379de90d192a2200f2f2726e66ad87df38516f276	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261517	TXC016250	TXG000142	TXF000339	236e369537763a2177cd195170a41ae4e7637cfa9fd9d4f1104787637b22a6b2	0	1.0	0.95	1		assigned	
ERR8666125.261517	TXC016251	TXG000107	TXF000211	df1e2a86bbadd3e9729442dcdc84294a8020886f02b29544cde0d309f55fa06c	3	0.9508196721311475	0.95	1		assigned	
ERR8666125.261517	TXC016252	TXG002276	NA	222c2fbae9dba3e7e433bfac1e72ff1bbfcd36baa942a741d6d2aa723a1bcf6d	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261519	TXC016253	TXG000071	TXF000079	00d62e50ad5cb7b6294eb41d946712b1fd237d89dcd16ee62ea1dc09d8db1ede	0	1.0	0.95	1		assigned	
ERR8666125.261528	TXC016254	TXG001450	NA	24921bce5f766619f5f3fd1aba7b176bdb40557b86a99ee99082cbd987669b71	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261579	TXC016255	TXG001471	TXF000750	ae225ff754cae0f5fcbd1e1bd6fbb11ff4ea66ec6b8a81d5393bc5149e95692b	1	0.9761904761904762	0.95	1		assigned	
ERR8666125.261579	TXC016256	TXG001467	NA	f04dc2d3bb3712fcdebfbeac8ce6ecbb3a6add7344295bedd7bea1c1818a7fb9	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261579	TXC016257	TXG002108	NA	dd99f0b6923b6243c187152a287451cb70f8be6ef73cdc07817ed3dd498972d9	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261641	TXC016258	TXG008009	NA	1f9a59e13b935115379e827e7b2ce82c3f331270b02510a596ed3187cea63807	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261653	TXC016259	TXG005417	NA	78b2ffbcac753c678ea86c3961ae2dcee163b2d926cd5b19d7cf7852b1687650	1	0.9958677685950413	0.95	1		below_minimum_support	
ERR8666125.261653	TXC016260	TXG005757	NA	24e94ed90da201fcb3419b595eb0cba4b9d637299b8f537011cf10370c322e5b	4	0.9748427672955975	0.95	1		below_minimum_support	
ERR8666125.261653	TXC016261	TXG006550	NA	3a4d24776bfecd186467d31b87a27b943cb420ac595b4869ad33b6d19ac3bd0f	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261653	TXC016262	TXG003599	NA	6a79f9848ea030689eb497d9903e1186c11aa831f3a58e02399d9c9560bfc11e	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261690	TXC016263	TXG006613	NA	963f4543742beb11670977010ef7c5adb98e63374cbc33dbd121ea96638e02dc	3	0.9662921348314607	0.95	1		below_minimum_support	
ERR8666125.261698	TXC016264	TXG000014	TXF000018	8546b4d68b3f512f18831705d4c4d3191463bc1fd3e751e58a2058a0f72e6a83	0	1.0	0.95	1		assigned	
ERR8666125.261711	TXC016265	TXG000010	TXF000005	19a0e7c02bd8cb732352f2464d8e61ed2851d85ef4c3845d3368503c5b59d01e	0	1.0	0.95	1		assigned	
ERR8666125.261711	TXC016266	TXG000006	TXF000003	faa289f301901f2485722e3fa59a4dce064ca40d30bd89492fa8a6ad03dce575	8	0.9550561797752809	0.95	1		assigned	
ERR8666125.261723	TXC016267	TXG000982	TXF001441	f18f8d495c011045de0f6a9d455654f9aaeca8632c9be17c9bac3149451e223b	0	1.0	0.95	1		assigned	
ERR8666125.261723	TXC016268	TXG000911	TXF001943	0338c2518497a722ff1e49e80666a1e60fc16821e41010bc0924f2be113a9f14	0	1.0	0.95	1		assigned	
ERR8666125.261723	TXC016269	TXG001543	NA	41504f23be2ca608f845a52242b40d52d179515c7830be64119c2d0f3784b67a	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261726	TXC016270	TXG006887	NA	ce79fcc283cc71362208fe4a4fea4709937fec4cb805a80aad58f4c78bc599ee	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261729	TXC016271	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	2	0.9962546816479401	0.95	2	TXG000027	assigned	multiple_compatible_clusters
ERR8666125.261731	TXC016272	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	1	0.9967948717948718	0.95	1		assigned	
ERR8666125.261731	TXC016273	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	0	1.0	0.95	1		assigned	
ERR8666125.261731	TXC016274	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	7	0.9623655913978495	0.95	1		assigned	
ERR8666125.261731	TXC016275	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	4	0.9871794871794872	0.95	1		assigned	
ERR8666125.261731	TXC016276	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	1	0.9913793103448276	0.95	1		assigned	
ERR8666125.261731	TXC016277	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	8	0.956989247311828	0.95	1		assigned	
ERR8666125.261731	TXC016278	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	4	0.9871794871794872	0.95	1		assigned	
ERR8666125.261731	TXC016279	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	1	0.9913793103448276	0.95	1		assigned	
ERR8666125.261731	TXC016280	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	2	0.9891891891891892	0.95	1		assigned	
ERR8666125.261774	TXC016281	TXG000013	TXF000010	707e83dffb76452f480caedfc9c6a1f8653d3fb3c41e647aa2c4cef77fab52e8	11	0.9691011235955056	0.95	1		assigned	
ERR8666125.261843	TXC016282	TXG007467	NA	8f690821c9032c7a630dc71b48b6e19b2646f3e4d7a49c2fdcbf2047f95b3f26	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261843	TXC016283	TXG000384	TXF001038	abe48510ee993d53a43d7fff58f435449ea7d830606051dd53ed64282e775d32	0	1.0	0.95	1		assigned	
ERR8666125.261858	TXC016284	TXG003395	NA	ce7b9436180fb33647206f18d17813bc28375cf7c226dd37c59a2d1638d90050	0	1.0	0.95	1		below_minimum_support	
ERR8666125.261905	TXC016285	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	24	0.9550561797752809	0.95	1		assigned	
ERR8666125.261942	TXC016286	TXG000262	TXF000534	c3c57605910c4aac2e5d7501c669933cea3c75b486a30c327a1154c80238220d	0	1.0	0.95	1		assigned	
ERR8666125.261942	TXC016287	TXG000566	TXF000736	aa23d5e9ebf38c1dfe30cb2a6d1585b0fbaa93e642e7836ddf95a29eea0fc3e4	0	1.0	0.95	1		assigned	
ERR8666125.261979	TXC016288	TXG001060	TXF002125	0ab8cb3a240d476b05e27693383b6de1884763a8af37d5fd47ffe14995a1f1cd	0	1.0	0.95	1		assigned	
ERR8666125.262016	TXC016289	TXG004810	NA	59dffeb41870435ea141f7776efa6e512f9a7aa663f7f4254353ae9e9b6fadc9	0	1.0	0.95	1		below_minimum_support	
ERR8666125.262016	TXC016290	TXG004653	NA	991264ea4660970e3095fa1166085b158aec4b61194daac2d111580e4172113b	3	0.9937369519832986	0.95	1		below_minimum_support	
ERR8666125.262016	TXC016291	TXG004713	NA	ac4267b47af8eb74bc9612e363f599e856196637441ffb261f54d7cac66a1301	0	1.0	0.95	1		below_minimum_support	
ERR8666125.262016	TXC016292	TXG002930	NA	c857c4cd46bda0e7e7f434a3259590db11579ca6126269e47da589a4e76b1d37	3	0.9936575052854123	0.95	1		below_minimum_support	
ERR8666125.262054	TXC016293	TXG000025	TXF000019	a54bc63737aeeef459b30ec94c519d51bf2767897b35be943cc07ed433a7612a	2	0.9943820224719101	0.95	1		assigned	
ERR8666125.262091	TXC016294	TXG000003	TXF000009	915d2e4af1713b774bfa4afe2b09818fee53f815980f987a091b1ccdf751ab86	1	0.9767441860465116	0.95	1		assigned	
ERR8666125.262099	TXC016295	TXG002931	NA	7a19e55c6f8786728e51e6fa8aabc390adbbdb37661d7d139636b1fa6b6a5356	0	1.0	0.95	1		below_minimum_support	
ERR8666125.262172	TXC016296	TXG000025	TXF000019	a54bc63737aeeef459b30ec94c519d51bf2767897b35be943cc07ed433a7612a	0	1.0	0.95	1		assigned	
ERR8666125.262189	TXC016297	TXG000011	TXF000004	440c385d92e0d38b6ca4ffb5c7370fe17fda86299a0f9e21457cad332ad45957	7	0.9803370786516854	0.95	4	TXG000013;TXG004271;TXG004273	assigned	multiple_compatible_clusters
ERR8666125.262212	TXC016298	TXG000006	TXF000003	faa289f301901f2485722e3fa59a4dce064ca40d30bd89492fa8a6ad03dce575	0	1.0	0.95	1		assigned	
ERR8666125.262253	TXC016299	TXG000025	TXF000019	a54bc63737aeeef459b30ec94c519d51bf2767897b35be943cc07ed433a7612a	3	0.9915730337078652	0.95	1		assigned	
ERR8666125.262254	TXC016300	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	13	0.9756554307116105	0.95	1		assigned	
ERR8666125.262317	TXC016301	TXG000003	TXF000009	915d2e4af1713b774bfa4afe2b09818fee53f815980f987a091b1ccdf751ab86	0	1.0	0.95	1		assigned	
ERR8666125.262382	TXC016302	TXG001449	TXF000996	40fe30bd36952bccf21b6253fa7d20803d5023fb28c9bd41e69134ed01f2ed2f	3	0.9571428571428572	0.95	1		assigned	
ERR8666125.262382	TXC016303	TXG000479	TXF000032	24250d3cd7b55f7853ffce1125c224cd1c1de267a62c1eeac181f2a1df8db7d3	4	0.9583333333333334	0.95	1		assigned	
ERR8666125.262481	TXC016304	TXG001158	TXF000620	31fae5d49d4569bec7a8914c5625911ea7391ab799db37236691802618c9b004	6	0.9586206896551724	0.95	1		assigned	
ERR8666125.262481	TXC016305	TXG001665	NA	559ea1e1874c65882cdd79189005ee5b0b9d43c49faca50cac16971b22e14a37	0	1.0	0.95	1		below_minimum_support	
ERR8666125.262481	TXC016306	TXG001876	NA	6d03174ed48c9a079985d8e339f3324ca9936ba30082c7f271de9d9ea7f078bf	0	1.0	0.95	1		below_minimum_support	
ERR8666125.262483	TXC016307	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	2	0.9962546816479401	0.95	2	TXG000027	assigned	multiple_compatible_clusters
ERR8666125.262553	TXC016308	TXG000010	TXF000005	19a0e7c02bd8cb732352f2464d8e61ed2851d85ef4c3845d3368503c5b59d01e	2	0.9887640449438202	0.95	1		assigned	
ERR8666125.262557	TXC016309	TXG000666	TXF000038	73a389c44c42f30614b3edbbd3adbe5eb6ffb898616db72a9e16c3f081f23394	4	0.9775280898876404	0.95	3	TXG000014;TXG002843	assigned	multiple_compatible_clusters
ERR8666125.262557	TXC016310	TXG000139	TXF000081	8f3d9dfe9e095f9caa019c80c964c9ea70845c2268e2bc6b25d9b8ecaf96b973	0	1.0	0.95	1		assigned	
ERR8666125.262557	TXC016311	TXG002790	TXF000088	b43f1d48651348e4eb99830d974dbb80317a44d0847791d3847fd4f94fc5517c	14	0.984251968503937	0.95	1		assigned	
ERR8666125.262609	TXC016312	TXG007216	NA	9c2b7afd1ebb05a8a0b3bedbe209e2c69d7db2e4be3565a89cef49c404d233cb	0	1.0	0.95	1		below_minimum_support	
ERR8666125.262611	TXC016313	TXG000006	TXF000003	faa289f301901f2485722e3fa59a4dce064ca40d30bd89492fa8a6ad03dce575	1	0.9943820224719101	0.95	1		assigned	
ERR8666125.262685	TXC016314	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	11	0.9647435897435898	0.95	1		assigned	
ERR8666125.262685	TXC016315	TXG000008	TXF000014	7207189a3d19308060be7b5ea0e462c3c4e75665de4242ad54422de22b6cd48a	6	0.9662921348314607	0.95	3	TXG001116;TXG004988	assigned	multiple_compatible_clusters
ERR8666125.262685	TXC016316	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	6	0.9807692307692307	0.95	1		assigned	
ERR8666125.262685	TXC016317	TXG001116	TXF000067	127be5794f290f3cadfa95f3f140e6f9221eaf0d11771172ca42838ddf17fa2c	8	0.9548022598870056	0.95	1		assigned	
ERR8666125.262710	TXC016318	TXG000006	TXF000003	faa289f301901f2485722e3fa59a4dce064ca40d30bd89492fa8a6ad03dce575	1	0.9943820224719101	0.95	1		assigned	
ERR8666125.262712	TXC016319	TXG000010	TXF000005	19a0e7c02bd8cb732352f2464d8e61ed2851d85ef4c3845d3368503c5b59d01e	4	0.9775280898876404	0.95	1		assigned	
ERR8666125.262712	TXC016320	TXG000011	TXF000004	440c385d92e0d38b6ca4ffb5c7370fe17fda86299a0f9e21457cad332ad45957	0	1.0	0.95	1		assigned	
ERR8666125.262731	TXC016321	TXG000006	TXF000003	faa289f301901f2485722e3fa59a4dce064ca40d30bd89492fa8a6ad03dce575	1	0.9943820224719101	0.95	2	TXG000010	assigned	multiple_compatible_clusters
ERR8666125.262738	TXC016322	TXG001291	TXF001790	7e9a38a6d2c425d018f5a92f36eebfb6e7d14d0ea133390a4f9391554d357220	1	0.9743589743589743	0.95	1		assigned	
ERR8666125.262744	TXC016323	TXG004793	TXF001115	721177e1683a8a0ee417c7977fa08670446a2facbe9f360b197f337bae85aa3e	6	0.9896193771626297	0.95	1		assigned	
ERR8666125.262744	TXC016324	TXG003223	NA	146ca8d8b8b3ca862e271884f8abdf7f85b2ba32769825c21087885a19107fd8	0	1.0	0.95	1		below_minimum_support	
ERR8666125.262747	TXC016325	TXG000500	TXF000704	8d3c5af4e94180481747607a3e97dbe27419b48f874005183be692168a4aa774	0	1.0	0.95	1		assigned	
ERR8666125.262758	TXC016326	TXG000003	TXF000009	915d2e4af1713b774bfa4afe2b09818fee53f815980f987a091b1ccdf751ab86	1	0.9767441860465116	0.95	1		assigned	
ERR8666125.262771	TXC016327	TXG000912	TXF001006	1f48c2c641f37fdc2f63004e73e8137b7f6e753eaecd6bcd09ee083181ccbe51	0	1.0	0.95	1		assigned	
ERR8666125.262795	TXC016328	TXG000002	TXF000008	482d01b1c67a3c60f70fe87f8c91f3596e74d830b47ce85820fbf8d4fd0af52e	0	1.0	0.95	1		assigned	
ERR8666125.262796	TXC016329	TXG002678	TXF001492	81f41a7bb9615ba63beddb2267580895096c34b9203cdbf6314e565223adc447	1	0.975609756097561	0.95	1		assigned	
ERR8666125.262838	TXC016330	TXG000826	TXF000361	5ba8b2fbe3cdd07e9d9f00701c9874d4dd53f1269482bf383835d34912e6b87c	0	1.0	0.95	1		assigned	
ERR8666125.262869	TXC016331	TXG000010	TXF000005	19a0e7c02bd8cb732352f2464d8e61ed2851d85ef4c3845d3368503c5b59d01e	2	0.9887640449438202	0.95	1		assigned	
ERR8666125.262907	TXC016332	TXG002265	NA	c9e5b37eb0c78547bebfb6bf9791324df340b1be5c3e59765b1cca43b7bf577c	0	1.0	0.95	1		below_minimum_support	
ERR8666125.262936	TXC016333	TXG001932	NA	44c73754ec27b4cdc74a142490df31a747fa541fd172dae29e982c6dfa866309	0	1.0	0.95	1		below_minimum_support	
