read_id	length_bp	gc_bin_5pct	max_purine_pyrimidine_bin_5pct	any_alignment_span_bp	primary_span_bp	primary_mapq20_span_bp	primary_organelle_span_bp	primary_other_reference_span_bp	primary_rows	secondary_rows	organelle_primary_rows	primary_compartment_overlap_bp
ERR6210723.180289	15385	7	10	15385	15385	15385	0	15385	1	0	0	0
ERR6210723.180409	16387	6	10	16387	16387	16387	16387	0	1	0	1	0
ERR6210723.180692	14138	7	10	14138	14138	14138	0	14138	1	0	0	0
ERR6210723.180771	16507	7	11	16507	16507	16507	0	16507	1	0	0	0
ERR6210723.18085	13986	7	10	13985	13985	13985	0	13985	1	0	0	0
ERR6210723.180855	18153	6	10	18153	18153	18153	0	18153	1	0	0	0
ERR6210723.181147	18447	6	10	18447	18447	18447	0	18447	1	0	0	0
ERR6210723.181165	14880	6	10	14880	14880	14880	0	14880	1	0	0	0
ERR6210723.181397	15139	7	10	15130	15130	15130	0	15130	1	0	0	0
ERR6210723.181495	15199	7	10	15199	15199	15199	0	15199	1	0	0	0
ERR6210723.181569	14965	5	10	14965	14965	14965	0	14965	1	0	0	0
ERR6210723.181577	17162	7	10	17162	17162	17162	0	17162	1	0	0	0
ERR6210723.181585	15863	7	11	15863	15863	15863	0	15863	1	0	0	0
ERR6210723.181781	16295	7	10	16293	16293	16293	16293	0	1	0	1	0
ERR6210723.181968	15813	7	10	15813	15813	15813	0	15813	1	0	0	0
ERR6210723.182155	15004	6	10	15004	15004	15004	0	15004	1	0	0	0
ERR6210723.182295	14726	7	10	14726	14726	14726	0	14726	1	0	0	0
ERR6210723.182359	14953	6	10	14953	14953	14953	0	14953	1	0	0	0
ERR6210723.18239	18103	8	10	18103	18103	18103	0	18103	1	1	0	0
ERR6210723.182737	15625	6	10	15625	15625	15625	0	15625	1	0	0	0
ERR6210723.182977	16218	5	10	16218	16218	16218	0	16218	1	0	0	0
ERR6210723.183289	15703	6	10	15702	15702	15702	0	15702	1	0	0	0
ERR6210723.183396	16687	7	10	16687	16687	16687	0	16687	1	0	0	0
ERR6210723.183533	16706	7	10	16706	16706	16706	0	16706	1	0	0	0
ERR6210723.183650	14702	6	10	14701	14701	14701	0	14701	1	0	0	0
ERR6210723.183686	15535	7	10	15535	15535	15535	0	15535	1	0	0	0
ERR6210723.183777	14647	7	10	14647	14647	14647	0	14647	1	0	0	0
ERR6210723.183882	15789	7	10	15785	15785	15785	15785	0	1	0	1	0
ERR6210723.183901	17254	7	10	17254	17254	17254	0	17254	1	0	0	0
ERR6210723.183953	19270	7	10	19270	19270	19270	0	19270	1	0	0	0
ERR6210723.184034	18560	7	10	18560	18560	18560	0	18560	1	0	0	0
ERR6210723.184085	19015	6	10	19015	19015	19015	0	19015	1	0	0	0
ERR6210723.184247	14590	6	10	14590	14590	14590	0	14590	1	0	0	0
ERR6210723.18432	15366	7	10	15366	15366	15366	0	15366	1	0	0	0
ERR6210723.18443	17622	7	10	17595	17595	17595	17595	0	1	0	1	0
ERR6210723.184487	17413	5	10	17413	17413	17413	0	17413	1	0	0	0
ERR6210723.184537	14148	6	10	14148	14148	14148	0	14148	1	0	0	0
ERR6210723.184833	18474	6	10	18474	18474	18474	0	18474	1	0	0	0
ERR6210723.184875	15476	8	10	15283	15283	15283	0	15283	1	1	0	0
ERR6210723.185166	16525	7	10	15644	15644	0	0	15644	2	0	0	0
ERR6210723.185297	14552	6	10	14552	14552	14552	0	14552	1	0	0	0
ERR6210723.185319	14144	7	10	14144	14144	14144	0	14144	1	0	0	0
ERR6210723.1855	16541	6	10	16541	16541	16541	0	16541	1	0	0	0
ERR6210723.185546	17386	7	10	17385	17385	17385	0	17385	1	0	0	0
ERR6210723.185617	19196	7	10	19196	19196	19196	0	19196	2	0	0	0
ERR6210723.185655	15942	7	10	15942	15942	15942	15942	0	1	0	1	0
ERR6210723.185657	19271	7	10	19268	19268	19268	0	19268	1	0	0	0
ERR6210723.185692	14856	6	10	14856	14856	14856	0	14856	1	0	0	0
ERR6210723.18571	18102	8	10	18102	18102	18102	0	18102	1	0	0	0
ERR6210723.18589	15359	8	10	15343	15343	15343	0	15343	1	1	0	0
ERR6210723.185905	14252	7	10	14252	14252	14252	0	14252	1	0	0	0
ERR6210723.186044	15446	7	10	15409	15409	15409	0	15409	1	0	0	0
ERR6210723.186220	14520	7	10	14520	14520	14520	14520	0	1	0	1	0
ERR6210723.186258	13639	6	10	13639	13639	13639	0	13639	1	0	0	0
ERR6210723.186471	8572	9	10	8572	8572	0	8572	0	1	1	1	0
ERR6210723.186472	15597	8	10	15597	15597	0	15597	0	1	1	1	0
ERR6210723.186541	19451	7	10	19451	19451	19451	0	19451	1	0	0	0
ERR6210723.18668	14491	7	10	14491	14491	14491	0	14491	1	0	0	0
ERR6210723.186821	14791	7	10	14791	14791	14791	0	14791	1	0	0	0
ERR6210723.187027	16876	6	10	16875	16875	16875	0	16875	1	0	0	0
ERR6210723.187077	15209	6	10	15209	15209	15209	0	15209	1	0	0	0
ERR6210723.187081	15789	7	10	15788	15788	15788	15788	0	1	0	1	0
ERR6210723.187205	14177	8	10	14177	14177	7050	7581	7050	2	2	1	454
ERR6210723.187207	15718	6	10	15718	15718	15718	0	15718	1	0	0	0
ERR6210723.187444	14621	6	10	14605	14605	6427	14605	0	2	1	2	0
ERR6210723.187782	15161	6	10	15161	15161	15161	0	15161	1	0	0	0
ERR6210723.187938	14473	7	10	14472	14472	14472	0	14472	1	0	0	0
ERR6210723.188017	15513	6	10	15510	15510	15510	15510	0	1	0	1	0
ERR6210723.188022	14105	7	10	14105	14105	14105	0	14105	1	0	0	0
ERR6210723.18808	13898	7	10	13898	13898	13898	0	13898	1	0	0	0
ERR6210723.188188	16062	6	10	16053	16053	16053	0	16053	1	0	0	0
ERR6210723.188298	14551	7	10	14549	14549	14549	0	14549	1	0	0	0
ERR6210723.188399	18798	7	10	18798	18798	18798	0	18798	1	0	0	0
ERR6210723.188833	16384	7	10	16382	16382	16382	0	16382	1	0	0	0
ERR6210723.188892	14233	6	10	14233	14233	14233	0	14233	1	0	0	0
ERR6210723.188899	15276	6	10	15275	15275	15275	0	15275	1	0	0	0
ERR6210723.18892	15241	7	11	15241	15241	15241	0	15241	1	0	0	0
ERR6210723.189052	17105	6	10	17105	17105	17105	0	17105	1	0	0	0
ERR6210723.189189	17459	10	10	16911	16879	16879	0	16879	1	5	0	0
ERR6210723.189207	14907	10	10	14907	14907	14907	0	14907	1	5	0	0
ERR6210723.18973	16402	7	11	16402	16402	0	0	16402	1	0	0	0
ERR6210723.189753	13760	6	10	13760	13760	13760	0	13760	1	0	0	0
ERR6210723.189838	14002	7	10	14002	14002	14002	0	14002	1	0	0	0
ERR6210723.190133	18239	7	10	18239	18239	18239	0	18239	1	0	0	0
ERR6210723.190171	14930	7	10	14929	14929	14929	0	14929	1	0	0	0
ERR6210723.190180	16469	6	10	16469	16469	16469	0	16469	1	0	0	0
ERR6210723.19027	14414	6	10	14414	14414	14414	0	14414	1	0	0	0
ERR6210723.190458	15710	7	10	15704	15704	15704	0	15704	1	0	0	0
ERR6210723.190468	14960	6	10	14960	14960	14960	0	14960	1	0	0	0
ERR6210723.19053	17281	7	10	17281	17281	17281	0	17281	1	0	0	0
ERR6210723.190597	16887	7	10	16887	16887	16887	0	16887	1	0	0	0
ERR6210723.190617	15608	7	10	15608	15608	15608	0	15608	1	0	0	0
ERR6210723.19067	17831	7	10	17831	17831	17831	0	17831	1	0	0	0
ERR6210723.190811	15550	7	10	15550	15550	15550	0	15550	1	0	0	0
ERR6210723.190867	16452	7	10	16451	16451	16451	16451	0	1	0	1	0
ERR6210723.190966	17421	6	10	17421	17421	17421	0	17421	1	0	0	0
ERR6210723.190999	14220	6	10	14220	14220	14220	0	14220	1	0	0	0
ERR6210723.191263	17471	6	10	17471	17471	12446	17471	0	2	1	2	0
ERR6210723.191330	14613	7	10	14613	14613	14613	0	14613	1	0	0	0
ERR6210723.191777	14845	7	10	14845	14845	14845	0	14845	1	0	0	0
ERR6210723.191793	14165	6	10	14165	14165	14165	0	14165	1	0	0	0
ERR6210723.192003	14700	9	10	14700	14700	0	14700	0	1	1	1	0
ERR6210723.19214	14696	7	10	14696	14696	14696	0	14696	1	0	0	0
ERR6210723.192227	17588	7	10	17588	17588	17588	17588	0	1	0	1	0
ERR6210723.192236	15609	7	10	15609	15609	15609	0	15609	1	0	0	0
ERR6210723.19235	18957	7	10	18957	18957	18957	0	18957	1	0	0	0
ERR6210723.192462	17807	8	10	17807	17807	17807	0	17807	1	0	0	0
ERR6210723.192551	14217	5	10	14210	14210	14210	0	14210	1	0	0	0
ERR6210723.192581	14733	6	10	14733	14733	14733	0	14733	1	0	0	0
ERR6210723.192611	15578	7	10	15578	15578	15578	0	15578	1	0	0	0
ERR6210723.192746	14412	7	10	14409	14409	14409	0	14409	1	0	0	0
ERR6210723.193035	16616	7	10	16616	16616	16616	0	16616	1	0	0	0
ERR6210723.193139	18805	7	10	18805	18805	18805	0	18805	1	0	0	0
ERR6210723.193288	16012	7	10	16012	16012	16012	0	16012	1	0	0	0
ERR6210723.193481	19334	7	10	19334	19334	19334	0	19334	1	0	0	0
ERR6210723.193510	17000	7	10	17000	17000	17000	0	17000	1	0	0	0
ERR6210723.193518	17759	7	10	17757	17757	17757	17757	0	1	0	1	0
ERR6210723.193533	14477	7	10	14477	14477	14477	0	14477	1	0	0	0
ERR6210723.193566	16067	8	10	16067	16067	16067	0	16067	1	0	0	0
ERR6210723.193726	14917	7	10	14917	14917	14917	0	14917	1	0	0	0
ERR6210723.194122	13693	8	10	13693	13693	13693	0	13693	1	0	0	0
ERR6210723.194179	15516	9	10	15516	15516	9435	6537	9435	2	2	1	456
ERR6210723.194199	15692	7	10	15691	15691	15691	0	15691	1	0	0	0
ERR6210723.194249	14966	8	10	14966	14966	14966	0	14966	1	0	0	0
ERR6210723.19425	15282	7	11	15282	15282	15282	0	15282	1	0	0	0
ERR6210723.194320	13772	6	10	13772	13772	13772	13772	0	1	0	1	0
ERR6210723.194439	16478	7	10	16478	16478	16478	0	16478	1	0	0	0
ERR6210723.194738	16092	6	10	16092	16092	16092	0	16092	1	0	0	0
ERR6210723.194818	15830	8	10	15824	15824	15824	0	15824	1	0	0	0
ERR6210723.194828	16176	6	10	16176	16176	16176	0	16176	1	0	0	0
ERR6210723.194851	15313	6	10	15313	15313	15313	0	15313	1	0	0	0
ERR6210723.194918	15252	9	10	15252	15252	15252	0	15252	1	1	0	0
ERR6210723.194975	17202	7	11	17202	17202	17202	0	17202	1	0	0	0
ERR6210723.195091	16362	6	10	16362	16362	16362	0	16362	1	0	0	0
ERR6210723.195099	14410	7	10	14410	14410	14410	0	14410	1	0	0	0
ERR6210723.195260	14723	7	10	14723	14723	14723	0	14723	1	0	0	0
ERR6210723.195301	7241	7	10	7241	7241	7241	0	7241	1	0	0	0
ERR6210723.195303	15556	6	10	15555	15555	15555	0	15555	1	0	0	0
ERR6210723.195571	14570	7	10	14570	14570	14570	0	14570	1	0	0	0
ERR6210723.195885	16970	7	10	16970	16970	16970	0	16970	1	0	0	0
ERR6210723.195957	584	12	11	584	584	0	0	584	1	5	0	0
ERR6210723.196114	15062	7	10	15062	15062	15062	0	15062	1	0	0	0
ERR6210723.196124	14835	6	10	14827	14827	14827	14827	0	1	0	1	0
ERR6210723.196294	15637	7	10	15636	15636	15636	0	15636	1	0	0	0
ERR6210723.196442	15936	7	10	15935	15935	15935	0	15935	1	0	0	0
ERR6210723.19646	15654	8	10	15654	15654	15654	0	15654	1	0	0	0
ERR6210723.196553	16069	7	10	16069	16069	16069	0	16069	1	0	0	0
ERR6210723.196655	18288	6	10	18288	18288	18288	18288	0	1	0	1	0
ERR6210723.196737	15115	6	10	15115	15115	15115	0	15115	1	0	0	0
ERR6210723.196873	15452	7	10	15452	15452	15452	15452	0	1	0	1	0
ERR6210723.196933	15947	9	10	15947	15947	15947	0	15947	1	1	0	0
ERR6210723.197314	15192	7	10	15192	15192	15192	0	15192	1	0	0	0
ERR6210723.197387	14094	7	10	14094	14094	14094	0	14094	1	0	0	0
ERR6210723.197455	17423	7	10	17423	17423	17423	17423	0	1	1	1	0
ERR6210723.197473	16450	8	10	16450	16450	0	16450	0	1	1	1	0
ERR6210723.197483	18665	10	10	18665	18665	18665	0	18665	1	5	0	0
ERR6210723.197694	15358	7	10	15358	15358	15358	0	15358	1	0	0	0
ERR6210723.197717	14986	8	10	14986	14986	14986	14986	0	1	0	1	0
ERR6210723.198534	14794	7	10	14794	14794	14794	0	14794	1	0	0	0
ERR6210723.198660	13961	6	10	13961	13961	13961	13961	0	1	0	1	0
ERR6210723.198799	15068	6	10	15068	15068	15068	0	15068	1	0	0	0
ERR6210723.199053	17400	6	10	17394	17394	17394	0	17394	1	0	0	0
ERR6210723.199199	16545	6	10	16545	16545	16545	0	16545	1	0	0	0
ERR6210723.199217	16179	7	10	16177	16177	16177	16177	0	1	0	1	0
ERR6210723.199233	6957	7	10	6957	6957	6957	0	6957	1	0	0	0
ERR6210723.199235	16070	6	10	16070	16070	16070	0	16070	1	0	0	0
ERR6210723.199305	14344	7	10	14344	14344	14344	14344	0	1	0	1	0
ERR6210723.199375	15487	8	10	15481	15481	15481	15481	0	1	0	1	0
ERR6210723.199479	14472	6	10	14472	14472	12626	14472	0	2	1	2	0
ERR6210723.199486	16061	7	11	16061	16061	16061	0	16061	1	0	0	0
ERR6210723.199489	16156	7	10	16156	16156	16156	0	16156	1	0	0	0
ERR6210723.199580	18751	6	10	18751	18751	18751	18751	0	1	0	1	0
ERR6210723.1996	13116	7	11	13116	13116	13116	0	13116	1	0	0	0
ERR6210723.199782	14285	7	10	14285	14285	14285	0	14285	1	0	0	0
ERR6210723.199862	14819	10	10	14816	14816	0	0	14816	1	5	0	0
ERR6210723.199936	15601	6	10	15601	15601	15601	0	15601	1	0	0	0
ERR6210723.199952	15790	7	10	15789	15789	15789	3616	12173	2	0	1	0
ERR6210723.200007	14447	7	10	14447	14447	14447	0	14447	1	0	0	0
ERR6210723.200262	13866	6	10	13866	13866	13866	0	13866	1	0	0	0
ERR6210723.200300	14843	7	10	14843	14843	14843	0	14843	1	0	0	0
ERR6210723.200324	15723	7	10	15723	15723	15723	0	15723	1	0	0	0
ERR6210723.200502	14915	7	10	14913	14913	14913	0	14913	1	0	0	0
ERR6210723.200522	14449	7	10	14449	14449	14449	0	14449	1	0	0	0
ERR6210723.20076	16433	7	10	16433	16433	16433	0	16433	1	0	0	0
ERR6210723.201163	14203	7	10	14203	14203	14203	14203	0	1	0	1	0
ERR6210723.201301	16327	7	10	16327	16327	16327	0	16327	1	0	0	0
ERR6210723.20133	14857	7	10	14857	14857	14857	0	14857	1	0	0	0
ERR6210723.201330	14326	6	10	14326	14326	14326	0	14326	1	0	0	0
ERR6210723.201366	16161	7	10	16161	16161	16161	0	16161	1	0	0	0
ERR6210723.201418	14735	7	10	14735	14735	14735	0	14735	1	0	0	0
ERR6210723.20162	14671	6	10	14671	14671	14671	0	14671	1	0	0	0
ERR6210723.20163	17878	7	10	17878	17878	17878	17878	0	1	0	1	0
ERR6210723.201938	15719	10	10	15719	15719	15719	0	15719	1	5	0	0
ERR6210723.202136	14280	6	10	14278	14278	14278	0	14278	1	0	0	0
ERR6210723.20224	15538	6	10	15538	15538	15538	15538	0	1	0	1	0
ERR6210723.202418	18060	8	10	18060	18060	0	0	18060	1	3	0	0
ERR6210723.202429	15684	7	10	15684	15684	15684	0	15684	1	0	0	0
ERR6210723.203282	13789	7	10	13789	13789	4108	13789	0	2	1	2	0
ERR6210723.203314	16441	7	10	16441	16441	16441	0	16441	1	0	0	0
ERR6210723.203354	15179	7	11	15179	15179	15179	0	15179	1	0	0	0
ERR6210723.203418	14608	7	11	14605	14605	0	0	14605	1	0	0	0
ERR6210723.203525	17014	7	10	17010	17010	17010	0	17010	1	0	0	0
ERR6210723.203531	17758	8	10	17758	17758	17758	0	17758	1	1	0	0
ERR6210723.203582	14878	7	10	14878	14878	14878	0	14878	1	0	0	0
ERR6210723.203792	15057	7	10	15057	15057	15057	0	15057	1	0	0	0
ERR6210723.203849	18541	7	10	18541	18541	18541	0	18541	1	0	0	0
ERR6210723.204004	14496	6	10	14493	14493	14493	14493	0	1	0	1	0
ERR6210723.204135	17720	7	10	17720	17720	17720	0	17720	1	0	0	0
ERR6210723.204149	14459	8	10	14459	14459	14459	0	14459	1	0	0	0
ERR6210723.204182	13793	6	10	13793	13793	13793	13793	0	1	0	1	0
ERR6210723.204195	17773	7	10	17748	17748	17748	0	17748	1	0	0	0
ERR6210723.204261	14412	7	10	14409	14409	14409	14409	0	1	0	1	0
ERR6210723.204421	15509	7	11	15509	15509	15509	0	15509	1	0	0	0
ERR6210723.204540	14174	7	10	14174	14174	0	14174	0	1	1	1	0
ERR6210723.204545	16259	7	10	16259	16259	16259	0	16259	1	0	0	0
ERR6210723.204599	16038	6	10	16038	16038	16038	0	16038	1	0	0	0
ERR6210723.204788	15343	6	10	15343	15343	15343	0	15343	1	0	0	0
ERR6210723.204944	13971	8	10	13971	13971	13971	0	13971	1	0	0	0
ERR6210723.204958	16366	7	11	16366	16366	16366	0	16366	1	0	0	0
ERR6210723.205227	17449	7	10	17449	17449	17449	0	17449	1	0	0	0
ERR6210723.205270	17674	6	10	17674	17674	8950	17674	0	2	1	2	0
ERR6210723.205482	15636	7	10	15632	15632	15632	0	15632	1	0	0	0
ERR6210723.20556	19310	7	10	19310	19310	19310	0	19310	1	0	0	0
ERR6210723.205584	14857	9	10	14857	14857	14857	0	14857	1	0	0	0
ERR6210723.205628	15467	7	10	15467	15467	15467	0	15467	1	0	0	0
ERR6210723.205909	15892	6	10	15892	15892	15892	0	15892	1	0	0	0
ERR6210723.205928	17641	7	10	17641	17641	0	17641	0	1	1	1	0
ERR6210723.206004	15054	6	10	15054	15054	15054	15054	0	1	0	1	0
ERR6210723.206043	6148	8	10	6148	6148	0	0	6148	1	1	0	0
ERR6210723.206059	15394	7	10	15394	15394	15394	0	15394	1	0	0	0
ERR6210723.20609	14079	7	10	14079	14079	14079	0	14079	1	0	0	0
ERR6210723.206179	19787	7	10	19782	19782	19782	0	19782	1	0	0	0
ERR6210723.206415	17976	8	10	17976	17976	17976	0	17976	1	0	0	0
ERR6210723.206473	16393	6	10	16393	16393	16393	0	16393	1	0	0	0
ERR6210723.206545	17582	8	10	17582	17582	17582	17582	0	1	0	1	0
ERR6210723.206600	14829	7	10	14829	14829	14829	14829	0	1	0	1	0
ERR6210723.206693	14471	7	10	14471	14471	14471	14471	0	1	0	1	0
ERR6210723.206752	16973	7	10	16966	16966	16966	0	16966	1	0	0	0
ERR6210723.206788	15706	7	10	15706	15706	15706	0	15706	1	0	0	0
ERR6210723.206820	17547	10	10	17540	17540	0	0	17540	1	5	0	0
ERR6210723.207035	18388	6	10	18369	18369	18369	0	18369	1	0	0	0
ERR6210723.207346	14913	7	10	14913	14913	14913	0	14913	1	0	0	0
ERR6210723.207379	17083	6	10	17083	17083	17083	17083	0	1	0	1	0
ERR6210723.207572	16007	6	10	16007	16007	16007	0	16007	1	0	0	0
ERR6210723.207584	17148	7	10	17148	17148	17148	17148	0	1	1	1	0
ERR6210723.207661	14834	10	10	14834	14834	0	0	14834	1	5	0	0
ERR6210723.208099	15318	7	10	15318	15318	15318	0	15318	1	0	0	0
ERR6210723.208153	14986	7	10	14986	14986	14986	0	14986	1	0	0	0
ERR6210723.208187	15396	6	10	15396	15396	15396	15396	0	1	0	1	0
ERR6210723.208296	18757	8	10	18757	18757	0	18757	0	1	1	1	0
ERR6210723.20833	15279	8	10	15279	15279	0	15279	0	1	1	1	0
ERR6210723.208355	17254	7	10	17254	17254	17254	0	17254	1	0	0	0
ERR6210723.208471	15364	7	10	15364	15364	15364	0	15364	1	0	0	0
ERR6210723.208490	13684	10	10	13684	13684	13684	0	13684	1	5	0	0
ERR6210723.208560	16653	7	10	16651	16651	0	16651	0	1	1	1	0
ERR6210723.208634	13698	6	10	13673	13673	13673	0	13673	1	0	0	0
ERR6210723.208939	14630	6	10	14630	14630	14630	0	14630	1	0	0	0
ERR6210723.208992	15920	7	10	15920	15920	15920	0	15920	1	0	0	0
ERR6210723.209144	16549	7	10	16549	16549	16549	0	16549	1	0	0	0
ERR6210723.209157	15474	6	10	15474	15474	15474	0	15474	1	0	0	0
ERR6210723.209375	14995	7	10	14391	14391	14391	14391	0	1	0	1	0
ERR6210723.209445	17152	8	10	17152	17152	0	17152	0	1	1	1	0
ERR6210723.209882	16534	6	10	16534	16534	16534	0	16534	1	0	0	0
ERR6210723.210014	15151	6	10	15151	15151	15151	0	15151	1	0	0	0
ERR6210723.210034	17820	6	10	17820	17820	17820	0	17820	1	0	0	0
ERR6210723.210049	16796	7	10	16796	16796	16796	0	16796	1	0	0	0
ERR6210723.210238	14017	7	10	14017	14017	14017	0	14017	1	0	0	0
ERR6210723.210434	14347	7	10	14347	14347	14347	0	14347	1	0	0	0
ERR6210723.210458	17693	7	10	17693	17693	17693	0	17693	1	0	0	0
ERR6210723.210593	16021	6	10	16021	16021	16021	0	16021	1	0	0	0
ERR6210723.210879	16565	7	10	16564	16564	16564	0	16564	1	0	0	0
ERR6210723.21093	15162	7	10	15162	15162	15162	0	15162	1	0	0	0
ERR6210723.211037	15507	7	10	15507	15507	15507	0	15507	1	0	0	0
ERR6210723.211197	17580	8	10	17580	17580	0	17580	0	1	1	1	0
ERR6210723.211326	15675	7	10	15671	15671	15671	0	15671	1	0	0	0
ERR6210723.211672	16581	6	10	16581	16581	16581	0	16581	1	0	0	0
ERR6210723.211805	14594	6	10	14594	14594	14594	0	14594	1	0	0	0
ERR6210723.211836	15336	7	10	15336	15336	15336	15336	0	1	0	1	0
ERR6210723.211880	13963	9	10	13963	13963	13963	13963	0	1	1	1	0
ERR6210723.212083	16755	6	10	16753	16753	16753	16753	0	1	0	1	0
ERR6210723.212190	17259	6	10	17259	17259	17259	0	17259	1	0	0	0
ERR6210723.212303	15702	7	11	15702	15702	15702	0	15702	1	0	0	0
ERR6210723.212311	15164	7	10	15164	15164	15164	0	15164	1	0	0	0
ERR6210723.212442	13793	6	10	13793	13793	13793	0	13793	1	0	0	0
ERR6210723.212602	15085	7	10	15085	15085	15085	0	15085	1	0	0	0
ERR6210723.212637	14296	6	10	14295	14295	14295	14295	0	1	0	1	0
ERR6210723.212667	15156	7	10	15154	15154	15154	0	15154	1	0	0	0
ERR6210723.212753	16178	7	10	16178	16178	16178	0	16178	1	0	0	0
ERR6210723.212843	18536	8	10	18532	18532	18532	10338	8195	2	5	1	1
ERR6210723.213015	17886	7	10	17886	17886	17886	0	17886	1	0	0	0
ERR6210723.21315	7839	10	10	7839	7839	0	7839	0	1	1	1	0
ERR6210723.213150	14326	7	10	14326	14326	14326	0	14326	1	0	0	0
ERR6210723.213205	14236	7	10	14236	14236	14236	0	14236	1	0	0	0
ERR6210723.213401	16281	10	10	16281	16281	16281	0	16281	1	5	0	0
ERR6210723.213909	15153	7	10	15153	15153	15153	15153	0	1	0	1	0
ERR6210723.213927	16082	7	10	16082	16082	16082	16082	0	1	0	1	0
ERR6210723.213935	14597	7	10	14594	14594	14594	0	14594	1	0	0	0
ERR6210723.214023	18020	6	10	18013	18013	18013	0	18013	1	0	0	0
ERR6210723.214053	16350	6	10	16350	16350	16350	0	16350	1	0	0	0
ERR6210723.214593	15074	6	10	15074	15074	15074	0	15074	1	0	0	0
ERR6210723.214868	13752	7	10	13744	13744	13744	0	13744	1	0	0	0
ERR6210723.21497	15658	7	10	15658	15658	15658	0	15658	1	0	0	0
ERR6210723.214999	14867	6	10	14867	14867	14867	14867	0	1	0	1	0
ERR6210723.21514	16431	6	10	16430	16430	16430	0	16430	1	0	0	0
ERR6210723.21515	16975	7	10	16975	16975	16975	0	16975	1	0	0	0
ERR6210723.215216	16940	8	10	16940	16940	16940	0	16940	1	0	0	0
ERR6210723.215236	18954	7	11	18954	18954	18954	0	18954	1	0	0	0
ERR6210723.215279	14840	7	10	14840	14840	14840	14840	0	1	0	1	0
ERR6210723.215335	16456	7	10	16455	16455	16455	0	16455	1	0	0	0
ERR6210723.215345	17567	6	10	17567	17567	17567	0	17567	1	0	0	0
ERR6210723.215349	16834	7	10	16833	16833	16833	0	16833	1	0	0	0
ERR6210723.215356	15069	7	10	15069	15069	15069	0	15069	1	0	0	0
ERR6210723.215753	15404	6	10	15404	15404	15404	0	15404	1	0	0	0
ERR6210723.215958	19031	7	10	19031	19031	19031	0	19031	1	0	0	0
ERR6210723.216154	17045	8	10	17045	17045	17045	0	17045	1	0	0	0
ERR6210723.216159	15693	7	10	15693	15693	15693	0	15693	1	0	0	0
ERR6210723.216482	15222	6	10	15222	15222	15222	0	15222	1	0	0	0
ERR6210723.216564	13989	8	10	13989	13989	13989	0	13989	1	0	0	0
ERR6210723.21669	16516	7	10	16516	16516	16516	0	16516	1	0	0	0
ERR6210723.216693	9564	7	10	9564	9564	9564	9564	0	1	0	1	0
ERR6210723.216695	12598	7	10	12598	12598	12598	0	12598	1	0	0	0
ERR6210723.216718	15396	7	10	15396	15396	15396	0	15396	1	0	0	0
ERR6210723.216853	17049	8	10	17046	17046	17046	17046	0	1	1	1	0
ERR6210723.216979	14593	7	10	14593	14593	14593	0	14593	1	0	0	0
ERR6210723.216982	16050	7	10	16035	16035	16035	0	16035	1	0	0	0
ERR6210723.217016	14465	7	10	14465	14465	14465	0	14465	1	0	0	0
ERR6210723.217142	17069	6	10	17069	17069	17069	0	17069	1	0	0	0
ERR6210723.217161	16640	7	10	16640	16640	16640	0	16640	1	0	0	0
ERR6210723.217197	14969	7	10	14969	14969	14969	0	14969	1	0	0	0
ERR6210723.217361	14902	7	10	14901	14901	14901	0	14901	1	0	0	0
ERR6210723.217391	16065	8	10	16065	16065	16065	16065	0	1	0	1	0
ERR6210723.217470	16193	6	10	16193	16193	16193	0	16193	1	0	0	0
ERR6210723.217564	15513	8	10	15513	15513	0	0	15513	1	1	0	0
ERR6210723.217582	14647	6	10	14647	14647	14647	0	14647	1	0	0	0
ERR6210723.218239	14875	6	10	14868	14868	14868	0	14868	1	0	0	0
ERR6210723.218305	14365	7	10	14365	14365	14365	0	14365	1	0	0	0
ERR6210723.218310	15117	6	10	15117	15117	15117	15117	0	1	0	1	0
ERR6210723.218489	16563	6	10	16563	16563	16563	0	16563	1	0	0	0
ERR6210723.218505	15091	7	10	15091	15091	15091	0	15091	1	0	0	0
ERR6210723.218903	13868	7	10	13862	13862	13862	0	13862	1	0	0	0
ERR6210723.219116	16473	7	10	16473	16473	16473	0	16473	1	0	0	0
ERR6210723.219244	14800	6	10	14800	14800	14800	0	14800	1	0	0	0
ERR6210723.219385	14166	7	10	14166	14166	14166	0	14166	1	0	0	0
ERR6210723.219471	16512	7	10	16512	16512	16512	0	16512	1	0	0	0
ERR6210723.219507	16300	6	10	16300	16300	16300	0	16300	1	0	0	0
ERR6210723.219612	16411	7	10	16404	16404	16404	16404	0	1	0	1	0
ERR6210723.219756	14696	7	10	14695	14695	14695	0	14695	1	0	0	0
ERR6210723.219804	14370	8	10	14370	14370	14370	0	14370	1	0	0	0
ERR6210723.219845	15518	7	10	15518	15518	15518	0	15518	1	0	0	0
ERR6210723.219973	14542	7	10	14542	14542	14542	0	14542	1	0	0	0
ERR6210723.220021	18495	6	10	18495	18495	14910	18495	0	2	1	2	0
ERR6210723.220214	16581	10	10	16575	16575	0	0	16575	1	5	0	0
ERR6210723.220355	14323	6	10	14323	14323	14323	0	14323	1	0	0	0
ERR6210723.220440	14266	7	10	14266	14266	14266	0	14266	1	0	0	0
ERR6210723.2205	19063	7	10	19063	19063	19063	0	19063	1	0	0	0
ERR6210723.220546	14298	7	10	14298	14298	14298	0	14298	1	0	0	0
