family_id	monomer_id	monomer_length_bp	consensus_md5	gc_fraction	support_read_count	support_span_bp	mean_identity	low_complexity_flag	confidence	warning
TXF000216	TXM000216	74	fbeb772e8b6e3215be06b19546be1582	0.4865	19	2892	0.8616	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000217	TXM000217	41	7c58228c1e55fa1901ec26a0407d80b6	0.2195	19	1940	0.8146	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000218	TXM000218	52	6a4cc291d676319b53a71977fbb119ad	0.6346	18	19520	0.8044	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000090-TXF000218;possible_higher_order_or_partial:TXF000218-TXF000683;possible_higher_order_or_partial:TXF000218-TXF000690
TXF000219	TXM000219	144	e86ec30bd47ec434f1e875ec89bb6085	0.3889	18	18095	0.8319	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000219-TXF000570
TXF000220	TXM000220	130	e4fb05b1547d518d8da1068b3f15509f	0.4308	18	12237	0.8191	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000040-TXF000220;possible_higher_order_or_partial:TXF000220-TXF000505
TXF000221	TXM000221	47	0f2ca6972141076a9415d2e1e11beb4e	0.3830	18	8078	0.8221	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000221-TXF000403;possible_higher_order_or_partial:TXF000221-TXF000586
TXF000222	TXM000222	100	ced9d4b30c4c765981bf1fb2ec7457a8	0.4400	18	7535	0.8923	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000048-TXF000222
TXF000223	TXM000223	52	a1d3e72fef6ed036830659b309e274a1	0.3846	18	2511	0.8116	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000056-TXF000223;possible_higher_order_or_partial:TXF000166-TXF000223
TXF000224	TXM000224	54	5d9436df1dd26db4b166e60233140204	0.4074	18	2474	0.8268	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000018-TXF000224;possible_higher_order_or_partial:TXF000056-TXF000224;possible_higher_order_or_partial:TXF000120-TXF000224;possible_higher_order_or_partial:TXF000160-TXF000224;possible_higher_order_or_partial:TXF000203-TXF000224;possible_higher_order_or_partial:TXF000224-TXF000237
TXF000225	TXM000225	52	97bc40ade492c1767a0d4caecf503708	0.2692	18	2079	0.9382	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000226	TXM000226	31	ddd0c034560d78ce1cb8eaf1cc0d57cf	0.2258	18	2062	0.8260	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000005-TXF000226;possible_higher_order_or_partial:TXF000226-TXF000429
TXF000227	TXM000227	44	a8b81d86ce9c0b8ea7e99790cf6dbd59	0.3636	18	1917	0.8521	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000228	TXM000228	43	7cacb548d183f32aa3e5ddda0d03be4f	0.3023	18	1880	0.8779	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000038-TXF000228;likely_redundant:TXF000125-TXF000228;likely_redundant:TXF000208-TXF000228;possible_higher_order_or_partial:TXF000228-TXF000276;possible_higher_order_or_partial:TXF000228-TXF000435;possible_higher_order_or_partial:TXF000228-TXF000489;possible_higher_order_or_partial:TXF000228-TXF000667;likely_redundant:TXF000228-TXF000857;possible_higher_order_or_partial:TXF000228-TXF001164;possible_higher_order_or_partial:TXF000228-TXF001173
TXF000229	TXM000229	51	7279a773a3b4cbacfc1961525d103c31	0.6471	17	27477	0.8211	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000229-TXF000494;possible_higher_order_or_partial:TXF000229-TXF000564
TXF000230	TXM000230	34	865cb6c4a57fa587af46ffde3da0dcbf	0.4118	17	9668	0.8375	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000231	TXM000231	71	fce7d667ac1eea75f9ba6ec7b47e7f68	0.6620	17	6808	0.9540	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000231-TXF000414
TXF000232	TXM000232	153	caa3b3a2ad9e3a1d95f015cf1b8f469f	0.5948	17	6337	0.9396	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000232-TXF000941
TXF000233	TXM000233	77	ccef6d91a5991af75d45eeae17e9eb04	0.6364	17	6318	0.8654	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000233-TXF000733
TXF000234	TXM000234	36	c50fe1a96c4b5314274c00b16ec27455	0.0000	17	4227	0.8844	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;likely_redundant:TXF000036-TXF000234;likely_redundant:TXF000068-TXF000234;possible_higher_order_or_partial:TXF000234-TXF000654;likely_redundant:TXF000234-TXF001146
TXF000235	TXM000235	91	a08ae5a1c2a74ff55a8f848a229954f5	0.3626	17	3200	0.8782	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000236	TXM000236	85	6b72a77755b9dbda4ebd551714ef0ea4	0.4706	17	3107	0.8485	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000182-TXF000236;possible_higher_order_or_partial:TXF000236-TXF000467;possible_higher_order_or_partial:TXF000236-TXF000469;possible_higher_order_or_partial:TXF000236-TXF000626;possible_higher_order_or_partial:TXF000236-TXF000633;possible_higher_order_or_partial:TXF000236-TXF000634;possible_higher_order_or_partial:TXF000236-TXF000780;possible_higher_order_or_partial:TXF000236-TXF001042;possible_higher_order_or_partial:TXF000236-TXF001050;possible_higher_order_or_partial:TXF000236-TXF001053;possible_higher_order_or_partial:TXF000236-TXF001054;possible_higher_order_or_partial:TXF000236-TXF001061;possible_higher_order_or_partial:TXF000236-TXF001063
TXF000237	TXM000237	50	f461d3146883c9ec674b9579eea5415f	0.4600	17	2715	0.8226	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000018-TXF000237;possible_higher_order_or_partial:TXF000056-TXF000237;possible_higher_order_or_partial:TXF000093-TXF000237;possible_higher_order_or_partial:TXF000160-TXF000237;possible_higher_order_or_partial:TXF000203-TXF000237;possible_higher_order_or_partial:TXF000224-TXF000237;possible_higher_order_or_partial:TXF000237-TXF000288;possible_higher_order_or_partial:TXF000237-TXF000311;possible_higher_order_or_partial:TXF000237-TXF000763
TXF000238	TXM000238	57	da44522d8bfd68d5ccce3feb9acdf68c	0.5965	17	2693	0.8035	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000192-TXF000238
TXF000239	TXM000239	45	443d9e981e7eaf6c315f5ee4499530dd	0.3778	17	1928	0.8178	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000240	TXM000240	46	3162f5405b68cefedb09187ee7988c97	0.5000	17	1742	0.9039	true	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;low_complexity_family;possible_higher_order_or_partial:TXF000042-TXF000240;possible_higher_order_or_partial:TXF000096-TXF000240;likely_redundant:TXF000157-TXF000240;possible_higher_order_or_partial:TXF000240-TXF000297;likely_redundant:TXF000240-TXF000395;possible_higher_order_or_partial:TXF000240-TXF000555;possible_higher_order_or_partial:TXF000240-TXF000904;possible_higher_order_or_partial:TXF000240-TXF000958;likely_redundant:TXF000240-TXF001170
TXF000241	TXM000241	375	9368058c12408e9818c5cf563ef1f063	0.2800	16	157666	0.9001	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000242	TXM000242	153	7bd59070b809e3d0d8a9de570433c4d6	0.6471	16	54828	0.8897	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000002-TXF000242;possible_higher_order_or_partial:TXF000063-TXF000242;possible_higher_order_or_partial:TXF000074-TXF000242;possible_higher_order_or_partial:TXF000076-TXF000242;possible_higher_order_or_partial:TXF000206-TXF000242;possible_higher_order_or_partial:TXF000242-TXF000280;possible_higher_order_or_partial:TXF000242-TXF000360;possible_higher_order_or_partial:TXF000242-TXF000400;possible_higher_order_or_partial:TXF000242-TXF000679;possible_higher_order_or_partial:TXF000242-TXF000868;possible_higher_order_or_partial:TXF000242-TXF000869
TXF000243	TXM000243	172	a9c21a57be694a06d05a8afffc08b85b	0.5698	16	13428	0.8380	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000243-TXF000448;possible_higher_order_or_partial:TXF000243-TXF000614
TXF000244	TXM000244	76	89fb50f31a99b5a4b496c1adf388f341	0.5526	16	12421	0.8664	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000032-TXF000244
TXF000245	TXM000245	260	c678d768caa2d7a61bb7f49e76641abe	0.2769	16	8397	0.9709	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000246	TXM000246	177	0e568833c63013211087508bc69a2d26	0.3164	16	7274	0.8826	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000247	TXM000247	58	2ab20e83f27bc18dc15169c36dee3c54	0.6379	16	4712	0.8424	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000033-TXF000247
TXF000248	TXM000248	56	7a4b550500ed5edb7ee83aa72ffd5755	0.3393	16	3472	0.8524	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000249	TXM000249	50	b254db7a1d92606e40706efc6a469cbb	0.4200	16	3062	0.8202	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000018-TXF000249;possible_higher_order_or_partial:TXF000120-TXF000249;possible_higher_order_or_partial:TXF000166-TXF000249;possible_higher_order_or_partial:TXF000203-TXF000249;possible_higher_order_or_partial:TXF000249-TXF000311;possible_higher_order_or_partial:TXF000249-TXF000375;possible_higher_order_or_partial:TXF000249-TXF000384;possible_higher_order_or_partial:TXF000249-TXF000530;possible_higher_order_or_partial:TXF000249-TXF000608;possible_higher_order_or_partial:TXF000249-TXF000619;possible_higher_order_or_partial:TXF000249-TXF000644;possible_higher_order_or_partial:TXF000249-TXF001191
TXF000250	TXM000250	86	476d3e006064a183cd09cdd841099053	0.5698	16	2962	0.9954	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000250-TXF000496
TXF000251	TXM000251	52	80932d9ee115f8cb46b0e60358d96373	0.4038	16	2840	0.8316	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000251-TXF000420
TXF000252	TXM000252	52	afdccb7e036dcf48527be436da5a31df	0.3462	16	2694	0.8510	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000253	TXM000253	41	5d6afd05c1a9b0f5310dc6fa146c7415	0.3171	16	2444	0.8890	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000254	TXM000254	40	763e20dfabc96c2e8245257f17792823	0.4500	16	2357	0.8781	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000255	TXM000255	59	69c4ccfce85b50450cc6916ceb641ebb	0.2712	16	2323	0.8335	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000255-TXF000348;possible_higher_order_or_partial:TXF000255-TXF000383;possible_higher_order_or_partial:TXF000255-TXF000800
TXF000256	TXM000256	49	a0212363f89cf0c11c56b4d2fa252849	0.5306	16	2044	0.8059	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000257	TXM000257	49	41236f26ca55167a8f3732e442611ddd	0.4694	16	2037	0.8829	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000257-TXF000388;possible_higher_order_or_partial:TXF000257-TXF000660
TXF000258	TXM000258	34	6708ad13661bf5ee844926781d5f08ce	0.3529	16	1698	0.9250	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000259	TXM000259	52	f26b60c77ce8f851e1533442f516f0e0	0.3077	16	1676	0.8872	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000156-TXF000259
TXF000260	TXM000260	141	671a7a5506b9da9d17c24268f0de4338	0.3972	15	25432	0.9065	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000261	TXM000261	156	160c7693676e80ed4b3302b7def0e35b	0.6410	15	22302	0.8162	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000015-TXF000261;possible_higher_order_or_partial:TXF000211-TXF000261;possible_higher_order_or_partial:TXF000261-TXF000282;possible_higher_order_or_partial:TXF000261-TXF000325;possible_higher_order_or_partial:TXF000261-TXF000886
TXF000262	TXM000262	218	6f2d4757411e0496007510361ad29541	0.3853	15	10436	0.8742	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000263	TXM000263	97	080342188d4891abe74598505a22f229	0.4639	15	8183	0.8678	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000264	TXM000264	193	026f529099da72207396f29df93d8986	0.5233	15	7857	0.9635	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000265	TXM000265	158	64b9b619df939c04968734595d2e7cc8	0.5443	15	7624	0.9445	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000265-TXF000513
TXF000266	TXM000266	64	b80034bec6b63cdd6321011c87870790	0.4844	15	3424	0.8252	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000266-TXF000624
TXF000267	TXM000267	44	aa3f60d90d78a8928d3383073201ee19	0.7273	15	3368	0.9177	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000268	TXM000268	59	bbdc79c89c3b9d8ea76d086ba875cde2	0.4915	15	3223	0.8389	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000268-TXF000926;likely_redundant:TXF000268-TXF001022
TXF000269	TXM000269	86	4346efe48a3933672a0fcab1c1e831f2	0.4419	15	3164	0.8565	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000269-TXF000749;possible_higher_order_or_partial:TXF000269-TXF001021
TXF000270	TXM000270	54	19376b7e209ac36bc5b6be31832ba949	0.6481	15	3156	0.8295	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000026-TXF000270;possible_higher_order_or_partial:TXF000071-TXF000270;possible_higher_order_or_partial:TXF000117-TXF000270;possible_higher_order_or_partial:TXF000270-TXF000416;possible_higher_order_or_partial:TXF000270-TXF000475;possible_higher_order_or_partial:TXF000270-TXF000620;possible_higher_order_or_partial:TXF000270-TXF000729;possible_higher_order_or_partial:TXF000270-TXF000996
TXF000271	TXM000271	43	2da29d7ef10224ea1123feaa18bbdbed	0.6279	15	2860	0.8381	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000037-TXF000271
TXF000272	TXM000272	64	daca54dfda6f88d1f98b2b6b51b312a7	0.5156	15	2799	0.8248	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000273	TXM000273	30	f8dc83a8fd390643bd89f5cbbc4b6ee1	0.5000	15	2589	0.8415	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000065-TXF000273;likely_redundant:TXF000072-TXF000273;possible_higher_order_or_partial:TXF000132-TXF000273;possible_higher_order_or_partial:TXF000273-TXF000470;possible_higher_order_or_partial:TXF000273-TXF000473;possible_higher_order_or_partial:TXF000273-TXF000770
TXF000274	TXM000274	49	4cca307c84e1ed4369ac96b8d57c1dc4	0.4898	15	2205	0.8624	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000029-TXF000274;possible_higher_order_or_partial:TXF000086-TXF000274;possible_higher_order_or_partial:TXF000274-TXF000314;possible_higher_order_or_partial:TXF000274-TXF000637;possible_higher_order_or_partial:TXF000274-TXF000660;possible_higher_order_or_partial:TXF000274-TXF000826;possible_higher_order_or_partial:TXF000274-TXF001009;possible_higher_order_or_partial:TXF000274-TXF001103
TXF000275	TXM000275	58	08cc7c1d0fc0a66fa51f158b78774935	0.7414	15	1828	0.8737	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000102-TXF000275;possible_higher_order_or_partial:TXF000275-TXF000319;possible_higher_order_or_partial:TXF000275-TXF000482;possible_higher_order_or_partial:TXF000275-TXF000824;likely_redundant:TXF000275-TXF001130;possible_higher_order_or_partial:TXF000275-TXF001205
TXF000276	TXM000276	53	028d04a1d7fbf1115f8f10a643f73f91	0.2830	15	1761	0.8944	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000038-TXF000276;possible_higher_order_or_partial:TXF000121-TXF000276;likely_redundant:TXF000125-TXF000276;likely_redundant:TXF000208-TXF000276;possible_higher_order_or_partial:TXF000228-TXF000276;possible_higher_order_or_partial:TXF000276-TXF000489;possible_higher_order_or_partial:TXF000276-TXF000667;possible_higher_order_or_partial:TXF000276-TXF000858;likely_redundant:TXF000276-TXF001164;likely_redundant:TXF000276-TXF001173;possible_higher_order_or_partial:TXF000276-TXF001196;possible_higher_order_or_partial:TXF000276-TXF001210
TXF000277	TXM000277	44	d3eaacdce5bab84fbbfe3e72ae57e882	0.3409	15	1633	0.8894	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000278	TXM000278	47	c321a97d5ae6a0eb198e5f932789b0ca	0.2766	15	1615	0.8934	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;likely_redundant:TXF000019-TXF000278;likely_redundant:TXF000038-TXF000278;possible_higher_order_or_partial:TXF000121-TXF000278;possible_higher_order_or_partial:TXF000278-TXF001164
TXF000279	TXM000279	50	c55e77bdb3424b92d1bc9aba56894fd2	0.5000	15	1515	0.8064	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000280	TXM000280	204	1fe571bfd1af2f3049659a444c0e1b88	0.6618	14	111364	0.8273	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000002-TXF000280;possible_higher_order_or_partial:TXF000063-TXF000280;possible_higher_order_or_partial:TXF000074-TXF000280;possible_higher_order_or_partial:TXF000076-TXF000280;possible_higher_order_or_partial:TXF000206-TXF000280;possible_higher_order_or_partial:TXF000242-TXF000280;possible_higher_order_or_partial:TXF000280-TXF000400;possible_higher_order_or_partial:TXF000280-TXF000679;possible_higher_order_or_partial:TXF000280-TXF000868;possible_higher_order_or_partial:TXF000280-TXF000869
TXF000281	TXM000281	104	cb2da33849bf899e04883bc7ebb322b5	0.6346	14	15381	0.8273	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000090-TXF000281;possible_higher_order_or_partial:TXF000148-TXF000281
TXF000282	TXM000282	104	01a82785b31c8f84b5e22f1cd19ffdc3	0.6538	14	14490	0.8315	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000015-TXF000282;possible_higher_order_or_partial:TXF000122-TXF000282;possible_higher_order_or_partial:TXF000211-TXF000282;possible_higher_order_or_partial:TXF000261-TXF000282;possible_higher_order_or_partial:TXF000282-TXF000325;possible_higher_order_or_partial:TXF000282-TXF000683;possible_higher_order_or_partial:TXF000282-TXF000886
TXF000283	TXM000283	117	8e7be02c82c0ce7caa8abc4fed854d1d	0.2906	14	13296	0.9375	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000283-TXF000300;possible_higher_order_or_partial:TXF000283-TXF000440;possible_higher_order_or_partial:TXF000283-TXF000693
TXF000284	TXM000284	43	821145e716536e65e1430df4d356f7fe	0.4186	14	8130	0.8139	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000285	TXM000285	155	bed602a35043fcfb11398e46a6f7e97d	0.4387	14	8073	0.8408	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000286	TXM000286	47	c22c8dfea921e3cb16928cd8dd100ce7	0.4043	14	5324	0.8236	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000287	TXM000287	55	014cb61863b80237a5aac74a9649ed2c	0.6000	14	3640	0.7971	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000287-TXF000337;possible_higher_order_or_partial:TXF000287-TXF000761;possible_higher_order_or_partial:TXF000287-TXF001001
TXF000288	TXM000288	74	d130718d1e56ca1313449d5ac6a4743e	0.4189	14	3313	0.8437	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000018-TXF000288;possible_higher_order_or_partial:TXF000056-TXF000288;possible_higher_order_or_partial:TXF000093-TXF000288;possible_higher_order_or_partial:TXF000120-TXF000288;possible_higher_order_or_partial:TXF000160-TXF000288;possible_higher_order_or_partial:TXF000166-TXF000288;possible_higher_order_or_partial:TXF000237-TXF000288;possible_higher_order_or_partial:TXF000288-TXF000293;possible_higher_order_or_partial:TXF000288-TXF000311;possible_higher_order_or_partial:TXF000288-TXF000375;possible_higher_order_or_partial:TXF000288-TXF000384;possible_higher_order_or_partial:TXF000288-TXF000385;possible_higher_order_or_partial:TXF000288-TXF000530;possible_higher_order_or_partial:TXF000288-TXF000807;possible_higher_order_or_partial:TXF000288-TXF000821;possible_higher_order_or_partial:TXF000288-TXF001014;possible_higher_order_or_partial:TXF000288-TXF001191
TXF000289	TXM000289	93	888d86b13d33ed8df175e03dbdb92d4f	0.3548	14	2694	0.8962	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000290	TXM000290	83	0f66ff0683d7f7f7c2bd8b33270c3bb4	0.3735	14	2615	0.9302	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000290-TXF000753
TXF000291	TXM000291	75	388e40d620473b188f0e352c730badde	0.4933	14	2538	0.8061	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000292	TXM000292	63	604c02f955b26224dd5a58ccc4a0f5d8	0.5397	14	2510	0.8248	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000293	TXM000293	50	28e26818da6bb618064c8a0d665e4ab0	0.4000	14	2380	0.8388	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000018-TXF000293;possible_higher_order_or_partial:TXF000120-TXF000293;possible_higher_order_or_partial:TXF000160-TXF000293;possible_higher_order_or_partial:TXF000166-TXF000293;possible_higher_order_or_partial:TXF000203-TXF000293;possible_higher_order_or_partial:TXF000288-TXF000293;possible_higher_order_or_partial:TXF000293-TXF000375;possible_higher_order_or_partial:TXF000293-TXF000530;possible_higher_order_or_partial:TXF000293-TXF000608;possible_higher_order_or_partial:TXF000293-TXF000807;possible_higher_order_or_partial:TXF000293-TXF001014;possible_higher_order_or_partial:TXF000293-TXF001191
TXF000294	TXM000294	53	1047d487030811eed293835da8847eed	0.3208	14	2323	0.8792	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000295	TXM000295	45	8dfd0ffb67e86b1d164078701e7b80af	0.4889	14	2090	0.8112	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000296	TXM000296	40	ff6d690380ba5c3aef489c554d4c21d2	0.5500	14	1631	0.9068	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000297	TXM000297	34	8481990e762e795147c2437b8ce355aa	0.5000	14	1569	0.8785	true	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;low_complexity_family;likely_redundant:TXF000042-TXF000297;likely_redundant:TXF000096-TXF000297;possible_higher_order_or_partial:TXF000157-TXF000297;possible_higher_order_or_partial:TXF000240-TXF000297;possible_higher_order_or_partial:TXF000297-TXF000395;likely_redundant:TXF000297-TXF000555;possible_higher_order_or_partial:TXF000297-TXF000904;possible_higher_order_or_partial:TXF000297-TXF000958;possible_higher_order_or_partial:TXF000297-TXF001002;likely_redundant:TXF000297-TXF001170
TXF000298	TXM000298	45	c38c09eea80d15a7aa373e7dda2fe25c	0.3556	14	1509	0.8824	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000299	TXM000299	46	b965f50b41ad8dcb6b58194e2a8cb3cc	0.5217	14	1418	0.8770	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
