read_id	candidate_id	cluster_id	family_id	representative_sha256	edit_distance_upper_bound	similarity_lower_bound	minimum_cluster_identity	compatible_cluster_count	alternative_cluster_ids	status	warning
SRR13557763.341516	TXC015824	TXG007817	NA	353fb2a76608a861258fc8ace17a3c71c253a283d6389c607df305812e0508df	0	1.0	0.95	1		below_minimum_support	
SRR13557763.341604	TXC015825	TXG005823	NA	bb70a00634b35e74974660d1ec3ad1aa73d719398262046cbcbfb13334cf1ab1	0	1.0	0.95	1		below_minimum_support	
SRR13557763.341638	TXC015826	TXG002027	NA	703a435ec6e5256c2facd2ecd994317a09de8ac40830bd33dc92e658638473a5	0	1.0	0.95	1		below_minimum_support	
SRR13557763.341662	TXC015827	TXG013011	NA	740d1da8f18efed16117a628a97aa76ff242f3aa244f9fe4e51274122a457fe7	0	1.0	0.95	1		below_minimum_support	
SRR13557763.341666	TXC015828	TXG028949	NA	39dc8c59bd9b224490e78e0c07d44494fdcc1baf2599b6783fef13a9fc931c25	1	0.9791666666666666	0.95	1		below_minimum_support	
SRR13557763.341675	TXC015829	TXG003705	TXF000517	c4eb98789f9610fd95925320dfae6f0a428ac20203a42f77d5e1d63b47d93f1e	0	1.0	0.95	1		assigned	
SRR13557763.341710	TXC015830	TXG030084	NA	c07dfa700a3164d22b5c91b09eb73c9b79031e5a867d370d30b6f8b56e14de0a	2	0.9615384615384616	0.95	1		below_minimum_support	
SRR13557763.341710	TXC015831	TXG027555	NA	93cc6a93b94a4bd977fc4715705897423f9b57febc3b8fffdc6998d45de940a0	0	1.0	0.95	1		below_minimum_support	
SRR13557763.341710	TXC015832	TXG035642	NA	c36acf9d6a31db96c6e422abd911cf0ab879e788d57a8a402c7786218133d1cc	0	1.0	0.95	1		below_minimum_support	
SRR13557763.341719	TXC015833	TXG000133	TXF000120	9fb1ecc3eb2072025961161df25070711d38cced52d6968adc4f8de561ec6e4e	1	0.975	0.95	1		assigned	
SRR13557763.341774	TXC015834	TXG038573	NA	9e84dab545311367e51b43a1ab8d88ba33f6668dde5f30e7e50616bb4e129f6c	0	1.0	0.95	1		below_minimum_support	
SRR13557763.341774	TXC015835	TXG000016	TXF000039	8644c5757f61c101571df201135f8ca5858386f368cb85d4f68170f13c5c2921	1	0.9761904761904762	0.95	1		assigned	
SRR13557763.341774	TXC015836	TXG020080	NA	5330a5c7399c8a901d4aa3e46a1d1649f9891677819bfaa1a218285fa9be7362	0	1.0	0.95	1		below_minimum_support	
SRR13557763.341911	TXC015837	TXG000013	TXF000041	d495bc4076088cc2892a64f466ed9ab24218414aa2c5221d66815797ecb248b9	0	1.0	0.95	1		assigned	
SRR13557763.341911	TXC015838	TXG000013	TXF000041	d495bc4076088cc2892a64f466ed9ab24218414aa2c5221d66815797ecb248b9	0	1.0	0.95	1		assigned	
SRR13557763.342057	TXC015839	TXG021798	NA	102992a9c6df8307c6178ae669ac96f1468a8a7e090cba4f33b1f4b54cff82c0	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342101	TXC015840	TXG000006	TXF000005	f7d6870eed5e79b1b9a1e88bb7e1e9744d7d52dcbe7c7c9d7a77f5f1e851f5dd	0	1.0	0.95	1		assigned	
SRR13557763.342101	TXC015841	TXG019251	NA	f9f2296c04dfa22c98f62281fd48de92fb7db80698997668fff875030902e87d	4	0.9523809523809523	0.95	1		below_minimum_support	
SRR13557763.342161	TXC015842	TXG006443	NA	1a46234fa5c479c4c66f187c5d4bdb68f414ca09a644cd5d455f83a0bf93d4ff	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342161	TXC015843	TXG035597	NA	2c149ab282dc724d12935dff49b1b7cc91b5538e5d7e7648162f4c2466699830	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342161	TXC015844	TXG011296	NA	f42fefd9396f0bad5b77fe7d4c9e8fec87be29c2092765981d9deea211d0fd78	6	0.9825072886297376	0.95	1		below_minimum_support	
SRR13557763.342235	TXC015845	TXG000003	TXF000010	82ee1ac3afa0dd9aac6d2863a98350a6253dc3cc183470ee7ef42eeadc8a6382	0	1.0	0.95	1		assigned	
SRR13557763.342235	TXC015846	TXG027869	NA	0cd69e893405ea6fd86179c0c25fcfd3af07fc0bffccc1082eb5df643bc8a1ce	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342352	TXC015847	TXG000101	TXF000063	07a77f549f2b6de6276f4a9f12cfae457a4c9ed0ac495ba7796c532befa8d277	3	0.9705882352941176	0.95	1		assigned	
SRR13557763.342352	TXC015848	TXG000637	TXF000830	25fca95ce8fdcf1fd8ba6942e114c0af722ae3b13c37e5ae8380d9910744f812	0	1.0	0.95	1		assigned	
SRR13557763.342352	TXC015849	TXG001312	TXF000771	cb31ed696add15c96478fdd1f036957b77577b31fb08637fadccc94b72e61560	0	1.0	0.95	1		assigned	
SRR13557763.342355	TXC015850	TXG018025	NA	ed8508fb70e6d3abaeb7dd94875fd322aa3db310150e10989bde2a11066df90f	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342359	TXC015851	TXG003125	TXF000597	3906550bdb84a8098621b6fd5e77e907d31deb51d83018cb0ad6d5c2ae31c442	2	0.9615384615384616	0.95	1		assigned	
SRR13557763.342366	TXC015852	TXG037275	NA	70c83050bd29cba1e58173b970081964850d70096de9f3f3d4076eb6a35c43ea	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342367	TXC015853	TXG037497	NA	690130bbc5325e85168461fb56fbdcfe5eff770900762ba7d544f4f4f40e0512	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342367	TXC015854	TXG012617	NA	5896d1c7a061616a05b0ba299c79f2605fbd94544071209b79b71f6b1d3595ac	7	0.9507042253521126	0.95	1		below_minimum_support	
SRR13557763.342383	TXC015855	TXG013227	NA	5215c294ba5f162a36766b5fc30557bc99c843fa09343b6f05088bb204806e74	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342467	TXC015856	TXG005322	NA	9aeb1a1d20bdf56d949453c3465d16d542ab6d80af3942566db7ddb38c3289f2	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342467	TXC015857	TXG004259	NA	ac4fdfc90d2c13fd58f541e40ad03f9a093c50eefc061e5ebd8c4484f6782c46	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342519	TXC015858	TXG000602	NA	a895b3674cfebc7950e1ec6fa8c8d8671b79927222102ca18f3f2e14526e079a	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342523	TXC015859	TXG000047	TXF000101	cff1f7c7091d20c7becb9b4c980dc28d284c63c24cb2f06bfe78c5f96b11fdfc	0	1.0	0.95	1		assigned	
SRR13557763.342523	TXC015860	TXG010100	NA	9ae9754e15cff4dd9554d5042a22b4a3a28a601db0ee49b368eb27dbf6861718	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342536	TXC015861	TXG000001	TXF000001	f26bfaec88ba0e57439afd74e06a179cec19b9c1cc04e84031248a95f44d144c	4	0.984	0.95	1		assigned	
SRR13557763.342536	TXC015862	TXG000001	TXF000001	f26bfaec88ba0e57439afd74e06a179cec19b9c1cc04e84031248a95f44d144c	4	0.984	0.95	1		assigned	
SRR13557763.342548	TXC015863	TXG000024	TXF000014	f58766862de0301c5023430bef250be6b0e42aca136167532e7e0d9c3660f726	1	0.9970674486803519	0.95	1		assigned	
SRR13557763.342621	TXC015864	TXG026062	NA	d19c37846892331b5d8cf8946a6ec3f410508b635d6275acdf6a8c0f38036913	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342621	TXC015865	TXG006232	NA	f6b6a1ad40de4fdb98b4bde56c7f366e747ef141f3d19fedf6e16185d871173c	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342621	TXC015866	TXG004315	NA	e03ba984ea47d8427433d48911e1bd27d83764d6511ef01c6e17f85c0c1e8021	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342621	TXC015867	TXG003594	NA	6c936d2ae613ce08d7b33a928cddeb7108a3488881b3f29a3fb31441f92b2bd5	5	0.9681528662420382	0.95	1		below_minimum_support	
SRR13557763.342621	TXC015868	TXG015309	NA	23ce4f10d9893fa0fee1ad695f98b5db5dbf89bb945cbea21f4aa05626d56f00	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342681	TXC015869	TXG000001	TXF000001	f26bfaec88ba0e57439afd74e06a179cec19b9c1cc04e84031248a95f44d144c	1	0.9959839357429718	0.95	1		assigned	
SRR13557763.342681	TXC015870	TXG000005	TXF000008	22fd5174b004161bf0cc98c0861038f0a8059e9f54da2119b4714957a7286fa0	1	0.9957264957264957	0.95	1		assigned	
SRR13557763.342708	TXC015871	TXG004817	NA	45ca7726ebe5b57941a951f1de509891771644f49e60014c7c0624c8399b33a5	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342727	TXC015872	TXG007514	NA	85bdb124f2eb1d2c0ce6f877a118478fc671cee64d34410ac117c3f97ad13096	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342735	TXC015873	TXG008414	NA	112d50a5853b61b8b6dc6c5902ec6b63781b1cfb03094cf0c81bc6997664abdc	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342936	TXC015874	TXG000230	TXF000539	d4dedd62e060ed0e51616f6afc1cba29df530296363236f5ff30bf592c10cb06	1	0.9791666666666666	0.95	1		assigned	
SRR13557763.342973	TXC015875	TXG030055	NA	b2d3d31bc8b095d29a0333d6b567264e65edbbeda8ceb3117b0d74c718f919cd	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342973	TXC015876	TXG039050	NA	375d877efe7ee4bd5aad354eb17f1ccfef55883ce6524db0d0b0ad56525b8c0e	0	1.0	0.95	1		below_minimum_support	
SRR13557763.342973	TXC015877	TXG021449	NA	2737646ea8f22bfe72f589e21647d7faddb35badee5c0dec2cc2ed510618e4f1	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343016	TXC015878	TXG000030	TXF000030	4538fb6e6c32e767119d4504035a182b15d5e15f507ca559e53d32aa044c8d87	2	0.9523809523809523	0.95	1		assigned	
SRR13557763.343016	TXC015879	TXG000030	TXF000030	4538fb6e6c32e767119d4504035a182b15d5e15f507ca559e53d32aa044c8d87	2	0.9534883720930233	0.95	2	TXG000038	assigned	multiple_compatible_clusters
SRR13557763.343021	TXC015880	TXG001036	NA	7171d1ce1cb2078d865dd666d524d6da8fb9e79f09f37f87034dbcd81e35f5ca	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343062	TXC015881	TXG008574	NA	cc5fed83dc0f59adf26edf98a2414e00e8d2a4c05be58867c3174ec8d3be5784	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343090	TXC015882	TXG017718	NA	9da344347aa5891b01a1715af482ad9dd7cea0d01536b1de87ec5279a0b4ddb6	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343090	TXC015883	TXG017718	NA	9da344347aa5891b01a1715af482ad9dd7cea0d01536b1de87ec5279a0b4ddb6	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343246	TXC015884	TXG029546	NA	05494161a88e291cb6105f1f39e11542e157128c1a442db3792c03095a3e7ebf	2	0.9583333333333334	0.95	1		below_minimum_support	
SRR13557763.343251	TXC015885	TXG002104	NA	e77f223a96b00582b3ca0dc35d1c8c2ec743432c4af169e51494db09ff96ce75	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343251	TXC015886	TXG014222	NA	d38bcd76ac2f55964344994bf2b49fb3324b7a203c9f1ea8cefb749cfef6835c	10	0.9512195121951219	0.95	1		below_minimum_support	
SRR13557763.343293	TXC015887	TXG000001	TXF000001	f26bfaec88ba0e57439afd74e06a179cec19b9c1cc04e84031248a95f44d144c	3	0.9879518072289156	0.95	1		assigned	
SRR13557763.343310	TXC015888	TXG000313	TXF001093	d6ec947f81e6d062eb45f61b307ea3dbefcb4c3fbf7abe16286693db097418e3	0	1.0	0.95	1		assigned	
SRR13557763.343327	TXC015889	TXG000495	NA	87f550b604861d710059fc36c106892495265032293263022d680a1d3d1e393f	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343327	TXC015890	TXG039251	NA	829fb6ee72b4b4fc9d074cf698c96c01100ab88ebb40eb4c563e154652adf651	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343336	TXC015891	TXG002417	TXF000496	f784ea730529536a6ddda30c0ddd46051d9b3ba60a6db0bb438b7dc9f86af28c	10	0.984375	0.95	1		assigned	
SRR13557763.343336	TXC015892	TXG000001	TXF000001	f26bfaec88ba0e57439afd74e06a179cec19b9c1cc04e84031248a95f44d144c	0	1.0	0.95	1		assigned	
SRR13557763.343342	TXC015893	TXG014059	NA	4647bab66267585c3f579ee2d0ab71416bfb43054af12c61137026f117f99934	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343342	TXC015894	TXG008043	NA	a7e43e103755cee66ec206072767928ef9ae199860fc90b45706bd3e9a31a861	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343382	TXC015895	TXG013629	NA	4d9ab7aa3ebace1db751234f175ed425a706bc550585003b5187fc44497f1496	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343387	TXC015896	TXG000005	TXF000008	22fd5174b004161bf0cc98c0861038f0a8059e9f54da2119b4714957a7286fa0	0	1.0	0.95	1		assigned	
SRR13557763.343387	TXC015897	TXG000039	TXF000022	63b89f3a72593eb9ace9bcbd8cfd20b8b1d7311c7b2b01d768ecdd73c2cc4b4e	7	0.9703389830508474	0.95	1		assigned	
SRR13557763.343441	TXC015898	TXG028076	NA	fcfd554b05c3c5dd13675a7f30fbfaf561e42b7abfb430ebcb3e070c94795998	3	0.9571428571428572	0.95	1		below_minimum_support	
SRR13557763.343469	TXC015899	TXG027344	NA	543d4e41ebc16e0151e2048d63e06688723d484cce94c6b7f7af01b934fb7f71	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343469	TXC015900	TXG000164	TXF000107	68edbed9d9b064693f2d5fd525bdeb117cdfd2430edca9e9346efa8919fcd447	1	0.984375	0.95	1		assigned	
SRR13557763.343504	TXC015901	TXG035561	NA	5b57c1967895dc12f11237197119d8648f70d9c2d1646f774cb1cd93a3b4307f	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343563	TXC015902	TXG018427	NA	3622d7cfa628b8dd1f9178e01e6b481853fa90509bfe1e43c90ce44e86d8a7af	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343563	TXC015903	TXG020488	NA	f3c57e300b2e65266b4fe1f57c8fc16f7ce5aa38ec909b744b0b5c5b30db0cfd	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343563	TXC015904	TXG015478	NA	585a84296e6ba5f7619921ddf80250660d3460b2cab9ab20694c87e48f09e402	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343604	TXC015905	TXG026277	NA	30ace77fd6e5a40a6f227869881a7c08b89fc77ee268c455c118acd233151c58	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343604	TXC015906	TXG004866	TXF000416	a773252ec356d650488ee38edbb251e91eb4d08e926f5b9a698197ef1e675a01	2	0.9636363636363636	0.95	2	TXG005111	assigned	multiple_compatible_clusters
SRR13557763.343604	TXC015907	TXG000264	TXF000097	b1313bd4be020f4ad5932a9adbf6d26b3fb8d4854f5333f754d22a3cc6f077ee	2	0.9655172413793104	0.95	1		assigned	
SRR13557763.343659	TXC015908	TXG009249	NA	0736d6bf458d641d3d407972ea896aefc3a075969c0c1901ba7a8ae2983dda25	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343664	TXC015909	TXG025614	NA	727ee32a8a2de7ff83561009bb5c6281a0fd54359b4350bbbc355dd2ed83eb27	1	0.9803921568627451	0.95	2	TXG004495	below_minimum_support	multiple_compatible_clusters
SRR13557763.343667	TXC015910	TXG032697	NA	081a04700a6907d0924c9a24b3451c165bf39f82941fdf4680dc99293f83e67d	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343707	TXC015911	TXG029664	NA	a2f82bab748731542227190bf84d1af9f41deb472c8c79d22511c7e4848ba25a	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343712	TXC015912	TXG006549	NA	6cb609598baabb84d0fdf2fe5104796ee1852e55b7b43a3d6be1b020ad0a2a69	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343732	TXC015913	TXG027731	NA	9fe6f9edd3ffd25e417692e4230d742424cb4770cc22a908b5fec99d7cd7deff	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343732	TXC015914	TXG026438	NA	b26f2c87597f04017967322f14d669ec1ece1bb76aa90743f1b71770e44ad9ac	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343787	TXC015915	TXG001297	NA	c57096888a343118d8b61d0254cdf8ce6d051f776a7e2d6a581646d1b31b82d4	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343855	TXC015916	TXG023354	NA	34ae0ecc0125e63841abb254ba2542bf262599f20d7494a0f311a2cc07b7cffc	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343857	TXC015917	TXG039157	NA	f9969a407440fd83927225aa23b80bf07c6fd28bf66b48aba1e3ab7584ed7fc5	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343865	TXC015918	TXG037271	NA	12601063d2c1dfd9e05acfd7e8a67c000f04a07ca01154057fb1a1e4e3639063	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343865	TXC015919	TXG001712	TXF000384	5786a9a7522183d0ff55c6b84283c45b9f6ad1f327da852806ed9936803b62f9	2	0.962962962962963	0.95	1		assigned	
SRR13557763.343879	TXC015920	TXG021575	NA	0efb8555767a53493c638bd98d67caf4a9f9b2a9ca05f501a8d41c849322a8dd	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343879	TXC015921	TXG027165	NA	3fbf8e6f36cad5bf9a747163b6f6f55129431bb53c97a585f4da149e9b04a89a	1	0.9821428571428571	0.95	1		below_minimum_support	
SRR13557763.343886	TXC015922	TXG037235	NA	5910d54c25c5a479339a71a59680cdb2de65988c972c0165458f1f3b6e8628fb	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343886	TXC015923	TXG028362	NA	0c56891f558f621e51c7f133f87f1c9e6a6965123723e47a0cd102e4b0cd9b68	2	0.9607843137254902	0.95	1		below_minimum_support	
SRR13557763.343886	TXC015924	TXG039037	NA	1e2103da3c61dd40c13a9552e9beae8f4f77e2ae92fd76d2ddb2ac5da4b706a9	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343932	TXC015925	TXG033438	NA	a9cedb1286ec47ca5118fcac59a063eb97244ccb4febd6f18ad3dd4f7ba56609	0	1.0	0.95	1		below_minimum_support	
SRR13557763.343932	TXC015926	TXG005288	NA	f67eca480b7b6f21781e54f6fcb423d7b7e9417b78b526a6258847597951b556	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344008	TXC015927	TXG033844	NA	f679dda5677a89f1124461fc64ee3795f3d075e235e44082eaf747bf6e0bb4fe	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344009	TXC015928	TXG011112	NA	bef208ff53d3c086c281775828dbf8c65e8303aaa3baf74c0f73660f722cda70	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344009	TXC015929	TXG034901	NA	167fb5605d7bfd30562fa7a0dbdc31fe49084bd06989a1eca112353432d50a86	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344013	TXC015930	TXG005574	NA	1943680d1b3bb3a0414067c6d0c9fc6e878f868525c1d1e1369ed9e3f2c33fcb	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344033	TXC015931	TXG000050	TXF000131	e2d93dce0b95ae58613aabad25fdb19efb24a04e6b918e1ae7d23c39d62ec3e8	1	0.9666666666666667	0.95	1		assigned	
SRR13557763.344042	TXC015932	TXG008630	NA	8f3a4658f67285e634f52c61bbe276828db70548f4a4d9fa81a0effc624154a9	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344070	TXC015933	TXG000850	NA	4599a61589abc244314a7d5e6318c7cb9a5c838c140baf871a175cb0b7cabc2c	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344111	TXC015934	TXG004411	NA	b24d4fa73be266cdbfb798729012f32a561c1258f3f013a9cebebc84881d46c3	1	0.98989898989899	0.95	1		below_minimum_support	
SRR13557763.344111	TXC015935	TXG037501	NA	c6e52469130b52ade4dbddbc089d04dcfac2cd4ce6cbec171d4a60027bfeaed9	2	0.95	0.95	1		below_minimum_support	
SRR13557763.344167	TXC015936	TXG011121	NA	90f522f774498bd86a5e1bc8478c0b7e0d54f121478082db187859360e1ae9ff	3	0.9857142857142858	0.95	1		below_minimum_support	
SRR13557763.344167	TXC015937	TXG026599	NA	9fbd641747271396e81b1d6354a2c5d2ae76b2e2f479e4efb867244e08658cb2	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344212	TXC015938	TXG028898	NA	20f3e5309f83eea5156ae8b7a8140102c6a6a46d8afa7396cb0a275e1dbe6f98	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344324	TXC015939	TXG010902	NA	73671f071c3855fe53102fcea27d58d68dbc4a27bd5eb872992f50ada9e28039	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344324	TXC015940	TXG022637	NA	f53e176df1868b010e4705e7f4a63ed92f9c4a0e36188565c325f0620a38770b	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344343	TXC015941	TXG008478	NA	27e8767aa41793b3fae1f94126714787e54eb1e266bbf86449e35fc694905600	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344343	TXC015942	TXG000488	TXF000463	0f6b2871e3c4df46ba6f07675f28cb9d6211e14f155fb2f7d1f10b24fd318b9e	0	1.0	0.95	1		assigned	
SRR13557763.344344	TXC015943	TXG000052	TXF000034	5918c4dc20587a9f5620b5ea56f39c1b088d99f5751463f88700f9b019bd8102	1	0.9772727272727273	0.95	1		assigned	
SRR13557763.344368	TXC015944	TXG003786	NA	0b825e607a9e9f7f25b319504638a0e49c5d4720a22be2fa05fe6d8484a2af64	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344426	TXC015945	TXG003318	NA	4381a406de716443e63089fbcbafa4c39fca57ff2e0e974ecf7a58b3e59540f6	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344426	TXC015946	TXG005642	NA	6f29f5672c15f4b952d5933ae587039b5c198328e289957fd30691c9533edcd3	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344426	TXC015947	TXG006098	NA	217f24305897b2ce1ddfe48c89daca3be43d5509edff1546a1c6a5fe5da2c9b8	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344491	TXC015948	TXG010005	NA	7b38d07ba3cd6eb5be0611e3ad20d5cd0d94074417bc2504f983ab69438a9557	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344491	TXC015949	TXG016671	NA	6999e5e99859e6d1cedc31ad56652184580c1248bccb007bb2bae3626ef882e1	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344497	TXC015950	TXG028294	NA	06da5096a1ce5e2840a2f182c66ad3dd299bc3b6c57f8fc090aa5553c670684d	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344547	TXC015951	TXG035110	NA	99fe0b2d1aafcf47672ea6ffc15ee2909577fb9693feec4a774ad10ce2402f89	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344602	TXC015952	TXG008126	TXF000859	fee3df5cefbcc9e6f64d617f8010638adf0458526f1a712f0cf3a90656b8397a	1	0.9743589743589743	0.95	2	TXG000646	assigned	multiple_compatible_clusters
SRR13557763.344608	TXC015953	TXG002255	NA	99d00e144e14c44e867072e17ae92f08ab743ea0d1ecd4bc086953fc85cd5a9f	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344613	TXC015954	TXG010326	NA	68c983ce58870ee17a68dcbacc312138f9a6d0d997a8e8dc5e52dc0a77e0f030	3	0.9873417721518988	0.95	1		below_minimum_support	
SRR13557763.344613	TXC015955	TXG010320	NA	99ecdcdd8ac3218aea9bd99ad96d868ad3367fb78ea360c714540d4a311e9985	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344656	TXC015956	TXG035059	NA	56b2cc83543e7915441b5eb326515ef4869fb86c128196eecd76409f937ae7a3	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344656	TXC015957	TXG000038	TXF000035	dacaa919cad9d7038ef90a45e14a9d91d73b31e164c6691f45d3ea32aec8fc15	2	0.9534883720930233	0.95	1		assigned	
SRR13557763.344656	TXC015958	TXG035612	NA	8a47bcc55f71a2adf7ef456e8aac37e7733597e0b9592f2df635e948e8230f41	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344670	TXC015959	TXG017671	NA	4f797f0ac34ab362bc85dc2083023fa422bf0e487cf118400a721d3bb4728289	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344670	TXC015960	TXG008264	NA	404847d008b71561718ba32915f57c777159d9036ed111d680ee854d61cb65a4	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344691	TXC015961	TXG023418	NA	0a72305a77030b62bc30a60e94b7234cbb8611b1a600de5db66312e549a62b0d	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344691	TXC015962	TXG034704	NA	dc142ce55f10748b1661a0066e363bc6ba6be728d1d7f1ce932132c805f1aaab	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344692	TXC015963	TXG000003	TXF000010	82ee1ac3afa0dd9aac6d2863a98350a6253dc3cc183470ee7ef42eeadc8a6382	0	1.0	0.95	1		assigned	
SRR13557763.344717	TXC015964	TXG000160	TXF000284	48a2b72c2ddcd3ccdca05debd1c6a0c68d4fd53ec6bec0b1adfed772b2f5e3d9	1	0.9767441860465116	0.95	1		assigned	
SRR13557763.344717	TXC015965	TXG028384	NA	3e48c6881a4b316e4f9428527b6d33eb52b3645f688c3cff6f1b43fd6d038672	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344749	TXC015966	TXG020406	NA	7d9431ebc23e59045b6fae4fbc4cad08327eee58e88dee283dfa0e1a9f1de6b4	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344749	TXC015967	TXG038660	NA	daed0eccf4f2f4a73b49be4b7afe5b7f4fafbd69444a444d507e8e75479cd6e5	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344749	TXC015968	TXG000008	TXF000017	2a956f87b7ffd5f75ba1c8a1696b94e98d925b6ec080a9de94cfe37cc2659569	0	1.0	0.95	1		assigned	
SRR13557763.344774	TXC015969	TXG000847	NA	de66f69cab425cf43e4994fed2fd9d392d39ac2bbd06477a051bee2d1d34816e	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344774	TXC015970	TXG006140	NA	16d1b79a713b4ad691d271f6a43d74eab816dc2f42ee8512a656e4027d11bf9a	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344817	TXC015971	TXG010274	NA	29f7d87a8a84f0da6e02badfc91ae5ed0f23485b2ba97b8a80045c8e4ca2fb2c	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344818	TXC015972	TXG000013	TXF000041	d495bc4076088cc2892a64f466ed9ab24218414aa2c5221d66815797ecb248b9	0	1.0	0.95	1		assigned	
SRR13557763.344818	TXC015973	TXG000013	TXF000041	d495bc4076088cc2892a64f466ed9ab24218414aa2c5221d66815797ecb248b9	0	1.0	0.95	1		assigned	
SRR13557763.344833	TXC015974	TXG003443	TXF000514	34c7aaf89ecd8bca5edd881d141600a2900ef0e4960c3d910c5d19457c09d285	1	0.9913793103448276	0.95	1		assigned	
SRR13557763.344833	TXC015975	TXG001621	NA	7d1dc12dae4382543353b8217b35566794677d67cc3451a5014829a34e753efa	0	1.0	0.95	1		below_minimum_support	
SRR13557763.344836	TXC015976	TXG022388	NA	9c7fd1cb82f8821d635de330b3051338340ea405b963b64d28f1540068f9861b	0	1.0	0.95	1		below_minimum_support	
