read_id	length_bp	gc_bin_5pct	max_purine_pyrimidine_bin_5pct	any_alignment_span_bp	primary_span_bp	primary_mapq20_span_bp	primary_rows	secondary_rows	organelle_primary_rows
ERR6210723.577558	14748	7	10	14748	14748	14748	1	0	0
ERR6210723.578134	13924	8	10	13924	13924	0	1	1	1
ERR6210723.579094	15786	8	10	15786	15786	15786	1	0	0
ERR6210723.579739	15563	7	10	15563	15563	15563	1	0	0
ERR6210723.580147	16786	7	11	16786	16786	16786	1	0	0
ERR6210723.580295	18608	6	10	18608	18608	18608	1	0	0
ERR6210723.582884	16067	8	10	16060	16060	0	1	1	0
ERR6210723.583174	13865	6	10	13865	13865	13865	1	0	0
ERR6210723.583843	15037	6	10	15037	15037	15037	1	0	0
ERR6210723.584136	14345	6	10	14345	14345	14345	1	0	1
ERR6210723.584436	14896	8	10	14872	14872	0	1	1	1
ERR6210723.584684	15396	6	10	15396	15396	15396	1	0	0
ERR6210723.585812	17523	10	10	17523	17523	17523	1	5	0
ERR6210723.586957	15072	8	10	15072	15072	15072	1	0	0
ERR6210723.589097	19369	7	10	19369	19369	19369	1	0	0
ERR6210723.592647	13962	7	10	13962	13962	13962	1	0	0
ERR6210723.59388	19209	8	10	19209	19209	19209	1	1	1
ERR6210723.59495	18549	7	11	18549	18549	18549	1	0	0
ERR6210723.595313	17744	6	10	17744	17744	17744	1	0	0
ERR6210723.595347	17681	7	10	17681	17681	17681	1	0	1
ERR6210723.596449	18473	7	10	18473	18473	18473	1	0	0
ERR6210723.598625	18081	7	10	18081	18081	18081	1	0	0
ERR6210723.599777	14700	8	10	14700	14700	14700	1	0	0
ERR6210723.600104	14735	7	10	14735	14735	5243	2	1	2
ERR6210723.601383	14880	6	10	14880	14880	14880	1	0	0
ERR6210723.603285	15260	7	10	15260	15260	15260	1	0	0
ERR6210723.604289	10622	7	10	10622	10622	10622	1	0	0
ERR6210723.605224	17481	7	10	17481	17481	17481	1	0	0
ERR6210723.606438	15328	7	10	15328	15328	15328	1	0	0
ERR6210723.606679	14266	7	10	14266	14266	14266	1	0	0
ERR6210723.610213	14435	7	10	14431	14431	14431	1	0	0
ERR6210723.612447	14563	7	10	14563	14563	14563	1	0	1
ERR6210723.612563	18505	7	10	18505	18505	18505	1	0	1
ERR6210723.612573	14256	7	10	14256	14256	14256	1	0	1
ERR6210723.612879	14617	6	10	14617	14617	14617	1	0	1
ERR6210723.61315	19015	7	10	19011	19011	19011	1	0	0
ERR6210723.616727	15666	6	10	15666	15666	15666	1	0	0
ERR6210723.61684	15035	7	10	15035	15035	15035	1	0	0
ERR6210723.617777	18068	7	10	18064	18064	18064	1	0	1
ERR6210723.61906	16085	7	10	16085	16085	16085	1	0	1
ERR6210723.619802	15982	7	10	15982	15982	15982	1	0	0
ERR6210723.620186	14172	7	10	14168	14168	14168	1	0	1
ERR6210723.621253	18235	7	10	18235	18235	18235	1	0	0
ERR6210723.621740	13809	7	10	13806	13806	13806	1	0	0
ERR6210723.622383	15461	6	10	15461	15461	15461	1	0	0
ERR6210723.62240	13420	7	10	13420	13420	13420	1	0	0
ERR6210723.625549	15962	6	10	15962	15962	15962	1	0	0
ERR6210723.629386	16189	7	10	16189	16189	16189	1	0	0
ERR6210723.629581	19038	6	10	19038	19038	19038	1	0	0
ERR6210723.63281	14678	6	10	14678	14678	14678	1	0	0
ERR6210723.633509	13926	6	10	13926	13926	13926	1	0	0
ERR6210723.633762	14868	7	10	14868	14868	14868	1	0	0
ERR6210723.633983	16170	7	10	16166	16166	16166	1	0	0
ERR6210723.63558	18176	6	10	18176	18176	9035	2	1	2
ERR6210723.635814	17672	7	10	17672	17672	17672	1	0	0
ERR6210723.638541	16158	7	10	16158	16158	16158	1	0	0
ERR6210723.638619	17697	7	10	17697	17697	17697	1	0	0
ERR6210723.639151	15804	8	10	15761	15761	15761	1	0	0
ERR6210723.640097	16175	7	10	16175	16175	16175	1	0	0
ERR6210723.641844	18901	7	10	18901	18901	18901	1	0	1
ERR6210723.643649	17697	6	10	17697	17697	17697	1	0	0
ERR6210723.644392	17261	7	10	17261	17261	17261	1	0	0
ERR6210723.645343	15320	7	10	15320	15320	15320	1	0	0
ERR6210723.650572	15979	7	10	15979	15979	15979	1	0	0
ERR6210723.653435	15330	5	10	15330	15330	15330	1	0	0
ERR6210723.65378	15079	6	10	15076	15076	15076	1	0	0
ERR6210723.653796	15609	7	10	15609	15609	15609	1	0	1
ERR6210723.656508	14860	6	10	14860	14860	14860	1	0	0
ERR6210723.658130	14885	6	10	14885	14885	14885	1	0	0
ERR6210723.658525	14689	6	10	14689	14689	14689	1	0	0
ERR6210723.659605	16662	6	10	16662	16662	16662	1	0	1
ERR6210723.660436	16852	6	10	16852	16852	16852	1	0	1
ERR6210723.661170	16818	7	10	16818	16818	16818	1	0	0
ERR6210723.661622	14660	6	10	14660	14660	14660	1	0	0
ERR6210723.661753	18612	6	10	18612	18612	18612	1	0	0
ERR6210723.663069	16544	7	10	16544	16544	16544	1	0	1
ERR6210723.664305	15703	6	10	15701	15701	15701	1	0	1
ERR6210723.665235	19025	6	10	19025	19025	19025	1	0	0
ERR6210723.666919	15929	7	10	15929	15929	15929	1	0	0
ERR6210723.666935	14837	6	10	14836	14836	14836	1	0	0
ERR6210723.67302	18070	8	10	18070	18070	18070	1	0	1
ERR6210723.673990	15063	7	10	15063	15063	15063	1	0	0
ERR6210723.674790	15851	6	10	15851	15851	15851	1	0	0
ERR6210723.675246	9382	7	10	9382	9382	9382	1	0	0
ERR6210723.676473	15868	6	10	15865	15865	15865	1	0	0
ERR6210723.67769	16105	6	10	16105	16105	16105	1	0	0
ERR6210723.680095	14570	7	10	14570	14570	14570	1	0	0
ERR6210723.680711	15398	8	10	15398	15398	0	1	1	1
ERR6210723.681379	13850	7	11	13850	13850	13850	1	0	0
ERR6210723.682201	15920	7	10	15910	15910	15910	1	0	0
ERR6210723.682880	18390	6	10	18390	18390	18390	1	0	0
ERR6210723.683490	17839	6	10	17835	17835	17835	1	0	0
ERR6210723.68646	13988	8	10	13988	13988	0	1	1	1
ERR6210723.687070	15922	6	10	15922	15922	15922	1	0	0
ERR6210723.688408	15805	10	10	15804	15788	15788	1	5	0
ERR6210723.688842	7529	6	10	7529	7529	7529	1	0	0
ERR6210723.690553	15416	7	10	15416	15416	15416	1	0	0
ERR6210723.691019	19611	6	10	19611	19611	19611	1	0	0
ERR6210723.698511	16012	7	10	16012	16012	16012	1	0	0
ERR6210723.699540	14316	6	10	14316	14316	14316	1	0	0
ERR6210723.700561	15689	6	10	15689	15689	15689	1	0	1
ERR6210723.705007	14346	7	10	14335	14335	14335	1	0	0
ERR6210723.705363	14710	7	10	14707	14707	14707	1	0	1
ERR6210723.705469	13143	6	10	13134	13134	13134	1	0	1
ERR6210723.705894	15914	6	10	15914	15914	15914	1	0	0
ERR6210723.707620	14744	7	10	14738	14738	14738	1	0	0
ERR6210723.709913	17288	7	11	17285	17285	17285	1	0	0
ERR6210723.712672	14510	7	10	14503	14503	14503	1	0	0
ERR6210723.714542	14614	6	10	14612	14612	14612	1	0	0
ERR6210723.715392	17000	6	10	17000	17000	17000	1	0	0
ERR6210723.71546	14837	8	10	14837	14837	0	1	1	1
ERR6210723.715528	15325	10	10	15325	15325	15325	1	5	0
ERR6210723.715659	14170	7	10	14170	14170	14170	1	0	0
ERR6210723.716929	16015	8	10	16015	16015	16015	1	1	0
ERR6210723.717660	15361	7	10	15361	15361	15361	1	0	0
ERR6210723.717869	15674	6	10	15674	15674	15674	1	0	0
ERR6210723.719110	15794	9	10	15794	15794	0	1	1	1
ERR6210723.720758	15267	7	11	15267	15267	15267	1	0	0
ERR6210723.723212	18113	7	10	18113	18113	18113	1	0	0
ERR6210723.723240	14340	7	10	14340	14340	14340	1	0	0
ERR6210723.723403	14690	6	10	14690	14690	14690	1	0	1
ERR6210723.724128	16162	8	10	16160	16160	16160	1	0	0
ERR6210723.726188	16054	7	10	16054	16054	16054	1	0	0
ERR6210723.726523	14222	7	10	14222	14222	14222	1	0	0
ERR6210723.729982	16065	7	10	16053	16053	16053	1	0	0
ERR6210723.731442	16090	6	10	16090	16090	16090	1	0	0
ERR6210723.732055	15499	7	10	15499	15499	15499	1	0	0
ERR6210723.732187	16731	6	10	16731	16731	16731	1	0	0
ERR6210723.732486	16134	7	10	16134	16134	16134	1	0	0
ERR6210723.734850	14590	6	10	14590	14590	14590	1	0	0
ERR6210723.735334	14803	7	10	14803	14803	14803	1	0	0
ERR6210723.735564	14396	7	10	14396	14396	14396	1	0	1
ERR6210723.736262	15643	6	10	15643	15643	15643	1	0	0
ERR6210723.737540	17049	6	10	17049	17049	17049	1	0	0
ERR6210723.73798	5521	6	10	5521	5521	5521	1	0	0
ERR6210723.73845	14340	8	10	14339	14339	0	1	1	1
ERR6210723.73962	14367	7	11	14366	14366	14366	1	0	0
ERR6210723.739779	15794	7	10	15794	15794	15794	1	0	0
ERR6210723.740324	14321	7	10	14321	14321	14321	1	0	0
ERR6210723.743292	14989	10	10	14989	14989	14989	1	5	0
ERR6210723.743933	14971	7	10	14971	14971	14971	1	0	0
ERR6210723.744614	15131	8	10	15131	15131	15131	1	0	0
ERR6210723.745304	7759	5	10	7759	7759	7759	1	0	1
ERR6210723.745913	14603	8	10	14603	14603	14603	1	0	1
ERR6210723.746835	14607	7	10	14607	14607	14607	1	0	0
ERR6210723.749599	14561	7	10	14561	14561	14561	1	0	1
ERR6210723.749845	15453	8	10	15453	15453	15453	1	5	0
ERR6210723.750301	15842	7	10	15842	15842	15842	1	0	0
ERR6210723.75173	14720	6	10	14720	14720	14720	1	0	0
ERR6210723.752176	14477	6	10	14477	14477	14477	1	0	0
ERR6210723.75420	14860	7	11	14860	14860	14860	1	0	0
ERR6210723.755127	14560	6	10	14560	14560	14560	1	0	0
ERR6210723.75545	16800	6	10	16797	16797	16797	1	0	0
ERR6210723.757675	16218	7	10	16218	16218	16218	1	0	1
ERR6210723.760426	14695	7	10	14694	14694	14694	1	0	0
ERR6210723.761824	19328	7	10	19328	19328	19328	1	0	0
ERR6210723.762371	16049	7	10	16049	16049	16049	1	0	0
ERR6210723.763231	14831	7	10	14831	14831	14831	1	0	0
ERR6210723.764421	14857	10	10	14853	14853	14853	1	5	0
ERR6210723.768115	17542	7	11	17540	17540	17540	1	0	0
ERR6210723.768660	16780	6	10	16780	16780	16780	1	0	0
ERR6210723.768814	17759	6	10	17759	17759	17759	1	0	0
ERR6210723.770248	14831	7	10	14828	14828	14828	1	0	0
ERR6210723.774107	16226	8	10	16226	16226	16226	1	0	0
ERR6210723.774150	16166	7	10	16159	16159	16159	1	0	0
ERR6210723.77819	14410	7	10	14410	14410	14410	1	0	0
ERR6210723.778664	16315	7	10	16315	16315	16315	1	0	0
ERR6210723.782439	14919	7	10	14919	14919	14919	1	0	0
ERR6210723.784675	15545	6	10	15545	15545	15545	1	0	1
ERR6210723.785027	14999	7	10	14999	14999	14999	1	0	0
ERR6210723.785204	16391	6	10	16391	16391	16391	1	0	0
ERR6210723.785451	15813	7	10	15813	15813	15813	1	0	0
ERR6210723.785714	16321	7	10	16295	16295	16295	1	0	1
ERR6210723.787017	16022	7	10	16022	16022	16022	1	0	0
ERR6210723.78749	14888	6	10	14888	14888	14888	1	0	0
ERR6210723.787798	14937	7	11	14937	14937	14937	1	0	0
ERR6210723.788473	14051	7	10	14051	14051	14051	1	0	0
ERR6210723.789233	19004	6	10	19004	19004	19004	1	0	0
ERR6210723.789525	15769	7	10	15769	15769	15769	1	0	0
ERR6210723.789594	16011	7	10	16011	16011	16011	1	0	0
ERR6210723.791463	15302	7	10	15302	15302	15302	1	0	0
ERR6210723.79221	17781	7	10	17780	17780	17780	1	0	0
ERR6210723.792415	18270	7	11	18270	18270	18270	1	0	0
ERR6210723.792721	14547	7	11	14547	14547	14547	1	0	0
ERR6210723.793870	15033	6	10	15033	15033	15033	1	0	1
ERR6210723.794274	14541	7	11	14541	14541	14541	1	0	0
ERR6210723.794912	15101	6	10	15101	15101	15101	1	0	1
ERR6210723.795781	13730	8	10	13730	13730	13730	1	0	0
ERR6210723.798067	18209	7	10	18209	18209	18209	1	0	0
ERR6210723.800626	14130	6	10	14130	14130	14130	1	0	0
ERR6210723.802001	14576	6	10	14576	14576	14576	1	0	1
ERR6210723.802265	17393	6	10	17393	17393	17393	1	0	0
ERR6210723.803312	14603	6	10	14601	14601	14601	1	0	0
ERR6210723.803528	15294	7	10	15294	15294	15294	1	0	0
ERR6210723.806694	14392	7	10	14392	14392	0	1	1	1
ERR6210723.8069	14319	6	10	14319	14319	14319	1	0	0
ERR6210723.807171	14870	6	10	14870	14870	14870	1	0	0
ERR6210723.80866	14048	7	10	14048	14048	14048	1	0	0
ERR6210723.809091	14366	6	10	14366	14366	14366	1	0	0
ERR6210723.811393	13436	8	10	13435	13435	13435	1	0	0
ERR6210723.812012	16801	7	10	16801	16801	7222	2	1	2
ERR6210723.813350	13920	7	10	13920	13920	13920	1	0	0
ERR6210723.81392	16676	7	10	16676	16676	16676	1	0	0
ERR6210723.814955	15616	6	10	15616	15616	15616	1	0	0
ERR6210723.816362	15690	8	10	15690	15690	15690	1	0	0
ERR6210723.817958	14545	7	10	14545	14545	14545	1	0	1
ERR6210723.818744	16240	7	10	16235	16235	16235	1	0	0
ERR6210723.818781	14427	7	10	14427	14427	14427	1	0	1
ERR6210723.819406	14637	6	10	14635	14635	14635	1	0	1
ERR6210723.819579	15977	7	10	15977	15977	15977	1	0	0
ERR6210723.82004	8064	7	10	8063	8063	8063	1	0	0
ERR6210723.820228	14296	8	10	14296	14296	14296	1	0	0
ERR6210723.821168	15182	7	10	15182	15182	15182	1	0	0
ERR6210723.824236	16558	7	10	16558	16558	16558	1	0	0
ERR6210723.829044	13798	7	10	13798	13798	13798	1	0	0
ERR6210723.829215	13993	6	10	13993	13993	13993	1	0	0
ERR6210723.830996	15569	7	10	15569	15569	15569	1	0	1
ERR6210723.833070	15178	6	10	15178	15178	15178	1	0	0
ERR6210723.835558	6872	5	10	6871	6871	6871	1	0	1
ERR6210723.836145	14539	7	10	14539	14539	14539	1	0	0
ERR6210723.836683	17486	7	11	17486	17486	17486	1	0	0
ERR6210723.836951	16708	7	10	16699	16699	16699	1	0	0
ERR6210723.837236	18341	7	10	18341	18341	18341	1	0	0
ERR6210723.83809	13917	5	10	13908	13908	13908	1	0	1
ERR6210723.838200	15341	7	10	15341	15341	15341	1	0	0
ERR6210723.839278	16313	6	10	16313	16313	16313	1	0	1
ERR6210723.839750	17867	10	10	17867	17867	0	1	5	0
ERR6210723.841825	18611	7	10	18610	18610	18610	1	0	0
ERR6210723.841898	15759	7	10	15759	15759	15759	1	0	0
ERR6210723.842436	14280	5	10	14280	14280	14280	1	0	0
ERR6210723.845597	15037	7	10	15037	15037	15037	1	0	0
ERR6210723.846207	14415	7	10	14414	14414	14414	1	0	0
ERR6210723.847625	16732	10	10	16732	16732	0	1	5	0
ERR6210723.850414	18879	6	10	18879	18879	18879	1	0	0
ERR6210723.850583	15739	6	10	15739	15739	15739	1	0	0
ERR6210723.85295	9789	7	10	9789	9789	9789	1	0	0
ERR6210723.854338	14778	7	10	14778	14778	14778	1	0	0
ERR6210723.856404	17500	7	10	17500	17500	17500	1	0	0
ERR6210723.856849	14896	6	10	14891	14891	14891	1	0	0
ERR6210723.862210	14201	7	10	14198	14198	14198	1	0	0
ERR6210723.863866	14547	6	10	14547	14547	14547	1	0	1
ERR6210723.864705	13937	7	10	13937	13937	13937	1	0	0
ERR6210723.864905	14800	7	10	14800	14800	14800	1	0	0
ERR6210723.865187	15673	7	10	15660	15660	15660	1	0	0
ERR6210723.865997	16062	5	10	16062	16062	16062	1	0	0
ERR6210723.866032	19280	7	10	19266	19266	19266	1	0	0
ERR6210723.867536	16838	6	10	16838	16838	16838	1	0	1
ERR6210723.87066	16975	10	10	16975	16975	16975	1	5	0
ERR6210723.873771	17095	6	10	17092	17092	17092	1	0	1
ERR6210723.876632	17848	7	10	17848	17848	17848	1	0	0
ERR6210723.877023	15265	7	10	15265	15265	15265	1	1	1
ERR6210723.878713	16289	10	10	16289	16289	0	1	5	0
ERR6210723.878766	17669	7	10	17669	17669	17669	1	0	0
ERR6210723.880158	15592	7	10	15592	15592	15592	1	0	0
ERR6210723.881418	14117	6	10	14117	14117	14117	1	0	1
ERR6210723.88163	14421	7	10	14421	14421	14421	1	0	0
ERR6210723.882021	17716	7	10	17716	17716	17716	1	0	0
ERR6210723.882402	15786	8	10	15785	15785	15785	1	0	1
ERR6210723.883786	14936	7	10	14922	14922	14922	1	0	0
ERR6210723.884036	16533	7	10	16533	16533	16533	1	0	0
ERR6210723.884840	17557	7	10	17557	17557	17557	1	0	0
ERR6210723.885879	16135	7	10	16135	16135	16135	1	0	0
ERR6210723.886105	16719	7	10	16719	16719	16719	1	0	0
ERR6210723.886291	14462	6	10	14462	14462	14462	1	0	0
ERR6210723.886357	14269	7	10	14269	14269	14269	1	0	0
ERR6210723.886394	16688	10	10	16688	16688	16688	1	5	0
ERR6210723.886956	16333	8	10	16328	16328	16328	1	0	1
ERR6210723.887203	16836	7	10	16836	16836	16836	1	0	0
ERR6210723.889012	15061	7	10	15061	15061	15061	1	0	0
ERR6210723.889694	15185	9	10	15185	15185	15185	1	0	0
ERR6210723.891449	13649	7	10	13649	13649	13649	1	0	0
ERR6210723.892152	15395	7	10	15395	15395	15395	1	0	0
ERR6210723.892217	14726	6	10	14726	14726	14726	1	0	0
ERR6210723.892484	15414	7	10	15414	15414	15414	1	0	0
ERR6210723.892659	15366	7	10	15366	15366	15366	1	0	0
ERR6210723.893851	17107	8	10	17104	17104	17104	1	1	0
ERR6210723.895792	17251	7	10	17251	17251	17251	1	0	0
ERR6210723.898304	14694	7	10	14694	14694	14694	1	0	1
ERR6210723.898390	15634	6	10	15634	15634	15634	1	0	0
ERR6210723.90035	15267	7	10	15267	15267	15267	1	0	0
ERR6210723.902275	15172	7	10	15172	15172	15172	1	0	0
ERR6210723.90321	15585	7	10	15585	15585	15585	1	0	0
ERR6210723.903260	16234	5	10	16234	16234	16234	1	0	0
ERR6210723.903482	16498	7	10	16497	16497	16497	1	0	0
ERR6210723.904455	16713	7	10	16713	16713	16713	1	0	0
ERR6210723.905884	17427	7	10	17427	17427	17427	1	0	1
ERR6210723.907013	15717	6	10	15711	15711	15711	1	0	1
ERR6210723.907619	13920	7	10	13920	13920	13920	1	0	0
ERR6210723.909416	14734	6	10	14734	14734	14734	1	0	1
ERR6210723.909940	16842	10	10	16842	16842	16842	1	5	0
ERR6210723.911687	17133	7	10	17133	17133	17133	1	0	1
ERR6210723.912480	15431	7	10	15431	15431	15431	1	0	0
ERR6210723.913668	14096	6	10	14096	14096	14096	1	0	1
ERR6210723.915382	16352	8	10	16352	16352	16352	1	1	0
ERR6210723.916920	14875	7	10	14875	14875	14875	1	0	0
ERR6210723.917354	15976	7	10	15976	15976	15976	1	0	0
ERR6210723.917977	15387	7	10	15387	15387	15387	1	0	0
ERR6210723.918148	14615	7	10	14615	14615	14615	1	0	0
ERR6210723.918621	15680	7	10	15680	15680	15680	1	0	0
ERR6210723.919138	15515	7	10	15515	15515	15515	1	0	0
ERR6210723.919685	14855	6	10	14855	14855	14855	1	0	0
ERR6210723.921720	14573	7	10	14573	14573	14573	1	0	0
ERR6210723.921783	19389	6	10	19389	19389	19389	1	0	0
ERR6210723.92213	14401	7	10	14401	14401	14401	1	0	0
ERR6210723.92712	15568	7	10	15556	15556	15556	1	0	0
ERR6210723.927877	17195	10	10	17195	17195	17195	1	5	0
ERR6210723.928400	14695	6	10	14694	14694	14694	1	0	0
ERR6210723.928870	15734	7	10	15734	15734	15734	1	0	0
ERR6210723.929569	18356	6	10	18356	18356	18356	1	0	0
ERR6210723.930989	15385	7	10	15385	15385	15385	1	0	0
ERR6210723.932823	17085	8	10	17085	17085	17085	1	0	0
ERR6210723.94218	16234	6	10	16234	16234	16234	1	0	0
ERR6210723.95403	17202	7	10	17198	17198	17198	1	0	0
ERR6210723.96046	5608	6	10	5608	5608	5608	1	0	0
ERR6210723.96437	13682	7	10	13682	13682	0	1	1	1
ERR6210723.96571	15714	6	10	15714	15714	7647	2	1	2
ERR6210723.97982	15618	8	10	15618	15618	15618	1	0	0
ERR6210723.98639	19399	6	10	19399	19399	19399	1	0	1
ERR6210723.99447	16519	7	11	16519	16519	16519	1	0	0
ERR6210723.99894	15845	7	10	15845	15845	15845	1	0	0
